 time            v(vspike)      
 1.38012157e-01  3.71886931e+00 
 1.38012157e-01  3.98149003e+00 
 1.38012157e-01  4.26739897e+00 
 1.38012158e-01  4.55253649e+00 
 1.38012158e-01  4.74913115e+00 
 1.38012158e-01  4.87201438e+00 
 1.38012158e-01  4.93061465e+00 
 1.38012159e-01  4.96649028e+00 
 1.38012159e-01  4.98449146e+00 
 1.38012160e-01  4.99606766e+00 
 1.38012161e-01  4.99841976e+00 
 1.38012163e-01  4.99964638e+00 
 1.38012165e-01  4.99989826e+00 
 1.38012166e-01  5.00012670e+00 
 1.38012169e-01  5.00004647e+00 
 1.38012172e-01  5.00015720e+00 
 1.38012179e-01  5.00005248e+00 
 1.38012192e-01  5.00015509e+00 
 1.38012204e-01  5.00005183e+00 
 1.38012218e-01  5.00014736e+00 
 1.38012229e-01  5.00003292e+00 
 1.38012236e-01  5.00005060e+00 
 1.38012242e-01  4.99990579e+00 
 1.38012246e-01  5.00000634e+00 
 1.38012251e-01  4.99990857e+00 
 1.38012256e-01  5.00000409e+00 
 1.38012266e-01  4.99991017e+00 
 1.38012280e-01  5.00000318e+00 
 1.38012308e-01  4.99991061e+00 
 1.38012364e-01  5.00000336e+00 
 1.38012467e-01  4.99991126e+00 
 1.38012653e-01  5.00000411e+00 
 1.38012866e-01  4.99991238e+00 
 1.38013241e-01  5.00000558e+00 
 1.38013957e-01  4.99991514e+00 
 1.38015389e-01  5.00001044e+00 
 1.38018253e-01  4.99992383e+00 
 1.38023981e-01  5.00002357e+00 
 1.38032257e-01  4.99993927e+00 
 1.38040454e-01  5.00003472e+00 
 1.38050641e-01  4.99994707e+00 
 1.38060449e-01  5.00003980e+00 
 1.38072852e-01  4.99995072e+00 
 1.38097640e-01  5.00004193e+00 
 1.38130007e-01  4.99995093e+00 
 1.38159965e-01  5.00003924e+00 
 1.38217709e-01  4.99991645e+00 
 1.38266864e-01  4.99915688e+00 
 1.38286210e-01  4.98504667e+00 
 1.38286965e-01  4.98253581e+00 
 1.38288475e-01  4.97495897e+00 
 1.38290165e-01  4.95808028e+00 
 1.38290998e-01  4.94006731e+00 
 1.38291499e-01  4.91867862e+00 
 1.38291789e-01  4.89553724e+00 
 1.38291958e-01  4.87140799e+00 
 1.38292127e-01  4.82102964e+00 
 1.38292278e-01  4.69254604e+00 
 1.38292472e-01  4.19483359e+00 
 1.38292496e-01  4.08173756e+00 
 1.38292542e-01  3.76308287e+00 
 1.38292551e-01  3.67558732e+00 
 1.38292568e-01  3.40808938e+00 
 1.38292576e-01  3.17439384e+00 
 1.38292587e-01  2.66465918e+00 
 1.38292592e-01  2.37467676e+00 
 1.38292595e-01  2.17259137e+00 
 1.38292597e-01  2.05881757e+00 
 1.38292598e-01  1.99813839e+00 
 1.38292598e-01  1.96612407e+00 
 1.38292599e-01  1.91635890e+00 
 1.38292600e-01  1.86978995e+00 
 1.38292601e-01  1.81883873e+00 
 1.38292601e-01  1.75579567e+00 
 1.38292602e-01  1.68459032e+00 
 1.38292603e-01  1.59219561e+00 
 1.38292604e-01  1.45562478e+00 
 1.38292606e-01  1.20906168e+00 
 1.38292610e-01  8.75762740e-01 
 1.38292614e-01  6.92576659e-01 
 1.38292618e-01  5.92204218e-01 
 1.38292623e-01  4.86137042e-01 
 1.38292629e-01  3.29497672e-01 
 1.38292632e-01  2.59500747e-01 
 1.38292634e-01  2.06248988e-01 
 1.38292635e-01  1.63284457e-01 
 1.38292636e-01  1.14194290e-01 
 1.38292637e-01  7.16573463e-02 
 1.38292638e-01  3.63694609e-02 
 1.38292639e-01  1.41132880e-02 
 1.38292640e-01  4.64970434e-03 
 1.38292641e-01  1.37732453e-03 
 1.38292641e-01  9.89054583e-04 
 1.38292643e-01  4.30221393e-04 
 1.38292646e-01  2.19629021e-04 
 1.38292648e-01 -3.82184639e-06 
 1.38292650e-01  5.91565307e-05 
 1.38292653e-01 -5.27950852e-05 
 1.38292657e-01  3.77875426e-05 
 1.38292664e-01 -5.38615407e-05 
 1.38292674e-01  3.93895729e-05 
 1.38292687e-01 -4.91774789e-05 
 1.38292700e-01  4.18458195e-05 
 1.38292713e-01 -4.62281319e-05 
 1.38292726e-01  4.27180817e-05 
 1.38292739e-01 -4.44408900e-05 
 1.38292751e-01  4.27360157e-05 
 1.38292763e-01 -4.32642622e-05 
 1.38292775e-01  4.23730412e-05 
 1.38292787e-01 -4.23705099e-05 
 1.38292800e-01  4.18608337e-05 
 1.38292812e-01 -4.16208177e-05 
 1.38292824e-01  4.12926409e-05 
 1.38292836e-01 -4.09507866e-05 
 1.38292848e-01  4.07124775e-05 
 1.38292860e-01 -4.03306225e-05 
 1.38292873e-01  4.01624442e-05 
 1.38292888e-01 -3.98255695e-05 
 1.38292905e-01  3.97494586e-05 
 1.38292926e-01 -3.94636566e-05 
 1.38292950e-01  3.94542631e-05 
 1.38292980e-01 -3.92178576e-05 
 1.38293019e-01  3.92622003e-05 
 1.38293072e-01 -3.90709679e-05 
 1.38293157e-01  3.91601432e-05 
 1.38293326e-01 -3.90063418e-05 
 1.38293665e-01  3.91170839e-05 
 1.38294342e-01 -3.89612898e-05 
 1.38295696e-01  3.90478763e-05 
 1.38298168e-01 -3.88450092e-05 
 1.38303113e-01  3.88210087e-05 
 1.38311785e-01 -3.84948234e-05 
 1.38326278e-01  3.82737114e-05 
 1.38344515e-01 -3.78250100e-05 
 1.38366401e-01  3.75844957e-05 
 1.38396314e-01 -3.71734587e-05 
 1.38422451e-01  3.71151855e-05 
 1.38449103e-01 -3.70125994e-05 
 1.38487978e-01  3.70803718e-05 
 1.38528395e-01 -3.70498081e-05 
 1.38609228e-01  3.71485395e-05 
 1.38664274e-01 -3.70895825e-05 
 1.38726647e-01  3.72593762e-05 
 1.38796753e-01 -3.76062546e-05 
 1.38831392e-01  3.78701580e-05 
 1.38867018e-01 -3.77863895e-05 
 1.38896320e-01  3.77042573e-05 
 1.38924883e-01 -3.74922209e-05 
 1.38963083e-01  3.74964097e-05 
 1.38998997e-01 -3.74719006e-05 
 1.39025627e-01  3.75337660e-05 
 1.39047594e-01 -3.74089808e-05 
 1.39064223e-01  3.74485064e-05 
 1.39079514e-01 -3.73913515e-05 
 1.39095443e-01  3.74881266e-05 
 1.39111402e-01 -3.74853952e-05 
 1.39126900e-01  3.75741373e-05 
 1.39139646e-01 -3.75060720e-05 
 1.39150387e-01  3.75660386e-05 
 1.39160763e-01 -3.74970807e-05 
 1.39169757e-01  3.75666377e-05 
 1.39178431e-01 -3.75276445e-05 
 1.39190526e-01  3.76023209e-05 
 1.39201561e-01 -3.75390555e-05 
 1.39212597e-01  3.76121754e-05 
 1.39223046e-01 -3.75705361e-05 
 1.39235235e-01  3.76797239e-05 
 1.39246376e-01 -3.77016840e-05 
 1.39268657e-01  3.79180062e-05 
 1.39294209e-01 -3.80216503e-05 
 1.39318464e-01  3.80892217e-05 
 1.39335303e-01 -3.79383127e-05 
 1.39351817e-01  3.79366546e-05 
 1.39367949e-01 -3.78350519e-05 
 1.39385637e-01  3.79329198e-05 
 1.39405022e-01 -3.79726681e-05 
 1.39428794e-01  3.81496095e-05 
 1.39462579e-01 -3.83111132e-05 
 1.39482460e-01  3.84940640e-05 
 1.39499326e-01 -3.84753674e-05 
 1.39510779e-01  3.85075357e-05 
 1.39521538e-01 -3.83487593e-05 
 1.39532284e-01  3.83507749e-05 
 1.39544583e-01 -3.81969129e-05 
 1.39563947e-01  3.81696800e-05 
 1.39577474e-01 -3.80313879e-05 
 1.39590266e-01  3.80188980e-05 
 1.39600553e-01 -3.78462762e-05 
 1.39611899e-01  3.78467594e-05 
 1.39623853e-01 -3.77155646e-05 
 1.39635497e-01  3.77706977e-05 
 1.39646809e-01 -3.77306644e-05 
 1.39662825e-01  3.78074528e-05 
 1.39677881e-01 -3.77326354e-05 
 1.39691979e-01  3.77786493e-05 
 1.39720174e-01 -3.76832710e-05 
 1.39754398e-01  3.77473315e-05 
 1.39787849e-01 -3.77245276e-05 
 1.39838022e-01  3.79691905e-05 
 1.39872269e-01 -3.80461115e-05 
 1.39910600e-01  3.80711343e-05 
 1.39940060e-01 -3.79140900e-05 
 1.39968283e-01  3.79615943e-05 
 1.39997268e-01 -3.78942601e-05 
 1.40026443e-01  3.78709571e-05 
 1.40049696e-01 -3.76574590e-05 
 1.40070601e-01  3.76255847e-05 
 1.40090426e-01 -3.75020306e-05 
 1.40114284e-01  3.75611236e-05 
 1.40161594e-01 -3.76139215e-05 
 1.40206462e-01  3.79096207e-05 
 1.40245765e-01 -3.80732282e-05 
 1.40281263e-01  3.81130785e-05 
 1.40312806e-01 -3.78817462e-05 
 1.40343574e-01  3.78528570e-05 
 1.40402298e-01 -3.78792410e-05 
 1.40430351e-01  3.80147552e-05 
 1.40457517e-01 -3.78621631e-05 
 1.40475358e-01  3.78099907e-05 
 1.40493262e-01 -3.75908904e-05 
 1.40521957e-01  3.75005811e-05 
 1.40552047e-01 -3.73658576e-05 
 1.40597320e-01  3.74950554e-05 
 1.40640574e-01 -3.75421195e-05 
 1.40681694e-01  3.77632934e-05 
 1.40720380e-01 -3.80259289e-05 
 1.40754538e-01  3.82357927e-05 
 1.40788420e-01 -3.80586921e-05 
 1.40833157e-01  3.78641796e-05 
 1.40876640e-01 -3.76046220e-05 
 1.40916135e-01  3.77606102e-05 
 1.40948697e-01 -3.79651504e-05 
 1.40978915e-01  3.81895946e-05 
 1.41039352e-01 -3.81916307e-05 
 1.41096784e-01  3.81716465e-05 
 1.41196784e-01 -3.80321376e-05 
 1.41266155e-01  3.79305774e-05 
 1.41337264e-01 -3.74920530e-05 
 1.41389179e-01  3.74835195e-05 
 1.41436560e-01 -3.76039000e-05 
 1.41491311e-01  3.79345145e-05 
 1.41553280e-01 -3.80722672e-05 
 1.41653280e-01  3.82994237e-05 
 1.41753280e-01 -3.79200848e-05 
 1.41843770e-01  3.75427539e-05 
 1.41922994e-01 -3.73267872e-05 
 1.42022994e-01  3.74037990e-05 
 1.42122994e-01 -3.74062657e-05 
 1.42222994e-01  3.72526343e-05 
 1.42271929e-01 -3.71007259e-05 
 1.42320999e-01  3.72834839e-05 
 1.42372905e-01 -3.77271008e-05 
 1.42425674e-01  3.85931731e-05 
 1.42525674e-01 -3.94024568e-05 
 1.42607459e-01  3.91954951e-05 
 1.42692155e-01 -3.87074990e-05 
 1.42792155e-01  3.84470471e-05 
 1.42892155e-01 -3.83645876e-05 
 1.42992155e-01  3.79802836e-05 
 1.43092155e-01 -3.75483814e-05 
 1.43185095e-01  3.74596989e-05 
 1.43283881e-01 -3.72231551e-05 
 1.43362239e-01  3.73278911e-05 
 1.43462239e-01 -3.74525966e-05 
 1.43562239e-01  3.79155589e-05 
 1.43662239e-01 -3.82967384e-05 
 1.43748951e-01  3.80992211e-05 
 1.43839738e-01 -3.76799953e-05 
 1.43931332e-01  3.76844876e-05 
 1.44031332e-01 -3.77039525e-05 
 1.44131332e-01  3.79444249e-05 
 1.44231332e-01 -3.77004993e-05 
 1.44326725e-01  3.74930618e-05 
 1.44426725e-01 -3.75885905e-05 
 1.44516871e-01  3.80671016e-05 
 1.44616871e-01 -3.80068546e-05 
 1.44707287e-01  3.75894853e-05 
 1.44776195e-01 -3.72209162e-05 
 1.44828623e-01  3.73093030e-05 
 1.44877266e-01 -3.76696082e-05 
 1.44912237e-01  3.82642350e-05 
 1.44945128e-01 -3.86357959e-05 
 1.44978376e-01  3.87334299e-05 
 1.45014779e-01 -3.84133831e-05 
 1.45048802e-01  3.81901660e-05 
 1.45073398e-01 -3.78880684e-05 
 1.45100397e-01  3.78527353e-05 
 1.45122895e-01 -3.78221057e-05 
 1.45145587e-01  3.79191833e-05 
 1.45183678e-01 -3.78301217e-05 
 1.45234818e-01  3.77932668e-05 
 1.45284000e-01 -3.76911954e-05 
 1.45353423e-01  3.79554601e-05 
 1.45453423e-01 -3.84662160e-05 
 1.45508696e-01  3.85586697e-05 
 1.45579724e-01 -3.78527805e-05 
 1.45634731e-01  3.74331932e-05 
 1.45683741e-01 -3.71910205e-05 
 1.45730517e-01  3.73148817e-05 
 1.45772529e-01 -3.74989664e-05 
 1.45820791e-01  3.79694921e-05 
 1.45868247e-01 -3.82325956e-05 
 1.45922785e-01  3.82029237e-05 
 1.45985425e-01 -3.77150661e-05 
 1.46031984e-01  3.75644763e-05 
 1.46097287e-01 -3.74479729e-05 
 1.46171964e-01  3.77249788e-05 
 1.46220867e-01 -3.77070131e-05 
 1.46266657e-01  3.75976269e-05 
 1.46311825e-01 -3.74068398e-05 
 1.46353809e-01  3.74430202e-05 
 1.46394489e-01 -3.73470175e-05 
 1.46457492e-01  3.73587192e-05 
 1.46557492e-01 -3.71191775e-05 
 1.46617297e-01  3.71614368e-05 
 1.46678873e-01 -3.73568740e-05 
 1.46724694e-01  3.77853355e-05 
 1.46766590e-01 -3.79375210e-05 
 1.46835813e-01  3.81095854e-05 
 1.46911501e-01 -3.80035110e-05 
 1.46992691e-01  3.78585081e-05 
 1.47092691e-01 -3.76829850e-05 
 1.47192691e-01  3.82337183e-05 
 1.47292691e-01 -3.91023402e-05 
 1.47392691e-01  3.89336035e-05 
 1.47492691e-01 -3.79635249e-05 
 1.47592691e-01  3.75891412e-05 
 1.47679758e-01 -3.76507115e-05 
 1.47762050e-01  3.80091629e-05 
 1.47853564e-01 -3.78027653e-05 
 1.47952572e-01  3.75978626e-05 
 1.48052572e-01 -3.73043595e-05 
 1.48152572e-01  3.72679688e-05 
 1.48249868e-01 -3.74480015e-05 
 1.48323551e-01  3.78118790e-05 
 1.48423551e-01 -3.80730476e-05 
 1.48523551e-01  3.81909450e-05 
 1.48623551e-01 -3.76727716e-05 
 1.48723551e-01  3.74047780e-05 
 1.48797914e-01 -3.75239269e-05 
 1.48855485e-01  3.78627455e-05 
 1.48910026e-01 -3.77464126e-05 
 1.48962967e-01  3.76270671e-05 
 1.48987198e-01 -2.95644155e-05 
 1.48999330e-01  3.73067815e-05 
 1.49004274e-01 -3.70458571e-05 
 1.49008123e-01  3.71378971e-05 
 1.49012127e-01 -3.70539085e-05 
 1.49015990e-01  3.71471728e-05 
 1.49023717e-01 -3.70716123e-05 
 1.49039171e-01  3.71956570e-05 
 1.49053892e-01 -3.71436227e-05 
 1.49069705e-01  3.72506072e-05 
 1.49088467e-01 -3.71627314e-05 
 1.49105969e-01  3.72498945e-05 
 1.49123009e-01 -3.71282070e-05 
 1.49143121e-01  3.72184330e-05 
 1.49161246e-01 -3.71681050e-05 
 1.49178756e-01  3.72916937e-05 
 1.49212292e-01 -3.72047520e-05 
 1.49249803e-01  3.72701751e-05 
 1.49288597e-01 -3.72594421e-05 
 1.49335863e-01  3.76100874e-05 
 1.49380786e-01 -3.76348672e-05 
 1.49425759e-01  3.75002152e-05 
 1.49456692e-01 -3.71532756e-05 
 1.49489646e-01  3.71213289e-05 
 1.49512083e-01 -3.69944097e-05 
 1.49534218e-01  3.70712602e-05 
 1.49554259e-01 -3.70182323e-05 
 1.49569821e-01  3.71849979e-05 
 1.49588465e-01 -3.72233943e-05 
 1.49610822e-01  3.73730908e-05 
 1.49637404e-01 -3.72397639e-05 
 1.49664361e-01  3.72595446e-05 
 1.49697821e-01 -3.71117096e-05 
 1.49764741e-01  3.73932825e-05 
 1.49805614e-01 -3.74889079e-05 
 1.49844282e-01  3.75111355e-05 
 1.49869629e-01 -3.73080588e-05 
 1.49893181e-01  3.73863415e-05 
 1.49928206e-01 -3.73812342e-05 
 1.49987454e-01  3.78475535e-05 
 1.50087454e-01 -3.87345534e-05 
 1.50151972e-01  3.88781614e-05 
 1.50213814e-01 -3.79589412e-05 
 1.50271829e-01  3.73459824e-05 
 1.50323683e-01 -3.68269721e-05 
 1.50380538e-01  3.67098304e-05 
 1.50410970e-01 -3.65863775e-05 
 1.50438786e-01  3.67155424e-05 
 1.50458692e-01 -3.67216742e-05 
 1.50478427e-01  3.69083147e-05 
 1.50517896e-01 -3.69211364e-05 
 1.50538517e-01  3.70089307e-05 
 1.50558893e-01 -3.69480888e-05 
 1.50574784e-01  3.71112421e-05 
 1.50591195e-01 -3.71367708e-05 
 1.50606804e-01  3.72752630e-05 
 1.50619502e-01 -3.71878644e-05 
 1.50631516e-01  3.72895417e-05 
 1.50643607e-01 -3.72245350e-05 
 1.50652257e-01  3.73251298e-05 
 1.50663001e-01 -3.72537765e-05 
 1.50670957e-01  3.73463261e-05 
 1.50679663e-01 -3.72232653e-05 
 1.50690748e-01  3.73103977e-05 
 1.50704940e-01 -3.72400056e-05 
 1.50715740e-01  3.73522925e-05 
 1.50728189e-01 -3.72883177e-05 
 1.50743270e-01  3.73700426e-05 
 1.50758689e-01 -3.72288177e-05 
 1.50775203e-01  3.72784112e-05 
 1.50801928e-01 -3.71226939e-05 
 1.50824672e-01  3.71782801e-05 
 1.50846323e-01 -3.70264395e-05 
 1.50884128e-01  3.70204695e-05 
 1.50906581e-01 -3.68918604e-05 
 1.50929714e-01  3.70550795e-05 
 1.50949318e-01 -3.71458184e-05 
 1.50967752e-01  3.74019490e-05 
 1.50977419e-01 -3.74162393e-05 
 1.50982857e-01  3.68619534e-05 
 1.50988322e-01 -3.80132482e-05 
 1.50990264e-01  3.70657011e-05 
 1.50991524e-01 -3.74009263e-05 
 1.50991910e-01  3.63066210e-05 
 1.50992125e-01 -2.28076739e-05 
 1.50992161e-01  3.10687761e-05 
 1.50992200e-01 -2.45130591e-05 
 1.50992216e-01  3.03273930e-05 
 1.50992241e-01 -2.55406362e-05 
 1.50992268e-01  2.97270167e-05 
 1.50992311e-01 -2.65689104e-05 
 1.50992353e-01  2.89954244e-05 
 1.50992418e-01 -2.73484036e-05 
 1.50992493e-01  2.85840082e-05 
 1.50992645e-01 -2.79321482e-05 
 1.50992869e-01  2.85336718e-05 
 1.50993192e-01 -2.87209959e-05 
 1.50993671e-01  2.92169981e-05 
 1.50994358e-01 -3.04869512e-05 
 1.50995374e-01  3.22556985e-05 
 1.50996776e-01 -3.69837371e-05 
 1.50999028e-01  3.72142052e-05 
 1.51001121e-01 -3.72741149e-05 
 1.51003729e-01  3.73365906e-05 
 1.51006144e-01 -3.72649880e-05 
 1.51008704e-01  3.73269529e-05 
 1.51013823e-01 -3.72432509e-05 
 1.51024062e-01  3.72818633e-05 
 1.51033640e-01 -3.71746033e-05 
 1.51045479e-01  3.72365159e-05 
 1.51057105e-01 -3.72073209e-05 
 1.51068530e-01  3.72998791e-05 
 1.51083531e-01 -3.72920285e-05 
 1.51094865e-01  3.73813739e-05 
 1.51107322e-01 -3.73385466e-05 
 1.51122040e-01  3.73773884e-05 
 1.51135870e-01 -3.72471583e-05 
 1.51151733e-01  3.72303645e-05 
 1.51166163e-01 -3.70513978e-05 
 1.51182647e-01  3.70010283e-05 
 1.51198402e-01 -3.68022321e-05 
 1.51222508e-01  3.67805388e-05 
 1.51243478e-01 -3.67177523e-05 
 1.51257806e-01  3.67969761e-05 
 1.51272101e-01 -3.67422704e-05 
 1.51288528e-01  3.67764662e-05 
 1.51304501e-01 -3.66470485e-05 
 1.51325533e-01  3.66515771e-05 
 1.51363339e-01 -3.65583810e-05 
 1.51391806e-01  3.67092574e-05 
 1.51411619e-01 -3.67727914e-05 
 1.51430760e-01  3.68814624e-05 
 1.51442721e-01 -3.68007203e-05 
 1.51452652e-01  3.68540148e-05 
 1.51462270e-01 -3.67596472e-05 
 1.51476539e-01  3.68450993e-05 
 1.51490888e-01 -3.68729952e-05 
 1.51504782e-01  3.70401533e-05 
 1.51525003e-01 -3.72120467e-05 
 1.51562382e-01  3.75868089e-05 
 1.51594290e-01 -3.76151255e-05 
 1.51623563e-01  3.75976641e-05 
 1.51651460e-01 -3.74190099e-05 
 1.51700116e-01  3.74625152e-05 
 1.51745857e-01 -3.74665890e-05 
 1.51788732e-01  3.74476074e-05 
 1.51841427e-01 -3.72257688e-05 
 1.51891083e-01  3.71871390e-05 
 1.51936953e-01 -3.70076723e-05 
 1.51992684e-01  3.71708402e-05 
 1.52032155e-01 -3.72897018e-05 
 1.52072265e-01  3.73725499e-05 
 1.52116536e-01 -3.73088376e-05 
 1.52160047e-01  3.76340501e-05 
 1.52212165e-01 -3.82874507e-05 
 1.52270489e-01  3.87187051e-05 
 1.52325711e-01 -3.80414419e-05 
 1.52390746e-01  3.74006279e-05 
 1.52460090e-01 -3.68911151e-05 
 1.52532420e-01  3.66918841e-05 
 1.52590292e-01 -3.65345605e-05 
 1.52664763e-01  3.68039827e-05 
 1.52733232e-01 -3.72110984e-05 
 1.52798572e-01  3.73219741e-05 
 1.52863587e-01 -3.70493515e-05 
 1.52929008e-01  3.73044255e-05 
 1.53000500e-01 -3.79164263e-05 
 1.53040947e-01  3.80947640e-05 
 1.53090344e-01 -3.76214089e-05 
 1.53130672e-01  3.73773721e-05 
 1.53168718e-01 -3.71573639e-05 
 1.53221324e-01  3.71672441e-05 
 1.53311131e-01 -3.70902041e-05 
 1.53396275e-01  3.70290710e-05 
 1.53496275e-01 -3.69920258e-05 
 1.53569446e-01  3.71337426e-05 
 1.53664189e-01 -3.69118063e-05 
 1.53764189e-01  3.68123341e-05 
 1.53864189e-01 -3.65237387e-05 
 1.53964189e-01  3.65145303e-05 
 1.54062440e-01 -3.70427168e-05 
 1.54139409e-01  3.81542704e-05 
 1.54149061e-01  2.89238243e-08 
 1.54168366e-01  3.41084358e-08 
 1.54206977e-01  3.97627382e-08 
 1.54246894e-01  4.09535697e-08 
 1.54272127e-01  4.31054505e-08 
 1.54297129e-01  2.31626896e-08 
 1.54329389e-01  3.36974893e-08 
 1.54350543e-01  1.67392177e-08 
 1.54375089e-01  4.71247010e-08 
 1.54394066e-01  3.02304800e-08 
 1.54411455e-01  5.02895451e-08 
 1.54428822e-01  2.55860667e-08 
 1.54445392e-01  4.15124851e-08 
 1.54464092e-01  2.34738421e-08 
 1.54478443e-01  5.06620716e-08 
 1.54491427e-01  1.00194854e-08 
 1.54502951e-01  4.97185732e-08 
 1.54513655e-01  1.51511991e-08 
 1.54521664e-01  5.82735560e-08 
 1.54526998e-01  3.42789691e-08 
 1.54533708e-01  5.67479742e-08 
 1.54540178e-01  2.88972369e-08 
 1.54544720e-01  2.94041963e-08 
 1.54549972e-01  2.45648962e-08 
 1.54556811e-01  2.51987922e-08 
 1.54570488e-01  2.53571818e-08 
 1.54585720e-01  2.38744977e-08 
 1.54603068e-01  2.89564716e-08 
 1.54614258e-01  3.85187181e-08 
 1.54625470e-01  2.36272746e-08 
 1.54636308e-01  3.11556564e-08 
 1.54649007e-01  2.31207288e-08 
 1.54662180e-01  3.71750217e-08 
 1.54672599e-01  3.48353968e-08 
 1.54684606e-01  4.19181909e-08 
 1.54695719e-01  3.61078388e-08 
 1.54704861e-01  2.89413283e-08 
 1.54713535e-01  2.57848429e-08 
 1.54723769e-01  3.26971231e-08 
 1.54735157e-01  3.44230631e-08 
 1.54747241e-01  3.82937585e-08 
 1.54758626e-01  3.66310954e-08 
 1.54775588e-01  3.38499932e-08 
 1.54794679e-01  3.28042289e-08 
 1.54814645e-01  3.17504644e-08 
 1.54834666e-01  3.89048827e-08 
 1.54852716e-01  3.24808364e-08 
 1.54870285e-01  3.36401325e-08 
 1.54889119e-01  2.64959037e-08 
 1.54907873e-01  3.21738911e-08 
 1.54930728e-01  3.08887351e-08 
 1.54952180e-01  3.00872235e-08 
 1.54971914e-01  3.72848908e-08 
 1.54993079e-01  2.45423943e-08 
 1.55011176e-01  2.92972335e-08 
 1.55027536e-01  2.84970154e-08 
 1.55060257e-01  3.10219709e-08 
 1.55094353e-01  3.10367863e-08 
 1.55144312e-01  3.49383970e-08 
 1.55200261e-01  3.13937121e-08 
 1.55262187e-01  2.90945335e-08 
 1.55331795e-01  2.23671687e-08 
 1.55390106e-01  3.27967317e-08 
 1.55454456e-01  3.30794144e-08 
 1.55531449e-01  3.57784773e-08 
 1.55614677e-01  3.63803352e-08 
 1.55714677e-01  3.69536483e-08 
 1.55781471e-01  3.24911500e-08 
 1.55851146e-01  2.98773925e-08 
 1.55920075e-01  2.88511042e-08 
 1.55982152e-01  1.20091289e-08 
 1.56015430e-01  3.54162921e-08 
 1.56047911e-01  3.27064195e-08 
 1.56073923e-01  3.82500049e-08 
 1.56092884e-01  2.47316586e-08 
 1.56114279e-01  4.25868241e-08 
 1.56134129e-01  2.62760068e-08 
 1.56146540e-01  5.46336902e-08 
 1.56157605e-01  3.33900042e-08 
 1.56164273e-01  2.78198326e-08 
 1.56171694e-01  1.60658030e-08 
 1.56183529e-01  2.74284374e-08 
 1.56194539e-01  2.56012825e-08 
 1.56211459e-01  3.45191734e-08 
 1.56228514e-01  2.50414537e-08 
 1.56251548e-01  4.08645977e-08 
 1.56276931e-01  3.10487897e-08 
 1.56300603e-01  4.03360687e-08 
 1.56336192e-01  2.72466582e-08 
 1.56372870e-01  3.94328884e-08 
 1.56397286e-01  3.25236257e-08 
 1.56419671e-01  1.98990393e-08 
 1.56442713e-01  4.11379379e-08 
 1.56468088e-01  6.48898556e-09 
 1.56491317e-01  3.19253610e-08 
 1.56518608e-01  1.08388928e-08 
 1.56547654e-01  5.17208411e-08 
 1.56569263e-01  2.37939702e-08 
 1.56588985e-01  3.63021695e-08 
 1.56615526e-01  2.91801747e-08 
 1.56644899e-01  4.46027104e-08 
 1.56676028e-01  3.20267583e-08 
 1.56729149e-01  4.21319797e-08 
 1.56773567e-01  2.25530388e-08 
 1.56806508e-01  2.73658578e-08 
 1.56836801e-01  3.47877609e-08 
 1.56878807e-01  3.54167459e-08 
 1.56926412e-01  3.86495238e-08 
 1.56962587e-01  3.33696285e-08 
 1.56992451e-01  3.49540102e-08 
 1.57013127e-01  1.32018013e-08 
 1.57037562e-01  3.56100644e-08 
 1.57061185e-01  2.01136382e-08 
 1.57080304e-01  4.48424229e-08 
 1.57092802e-01  3.55510554e-08 
 1.57106679e-01  3.15909688e-08 
 1.57116640e-01  2.24138320e-08 
 1.57127005e-01  4.82534454e-08 
 1.57135607e-01  3.09595904e-08 
 1.57145583e-01  4.15005606e-08 
 1.57156798e-01  2.20968137e-08 
 1.57169972e-01  3.10825986e-08 
 1.57184605e-01  2.08290606e-08 
 1.57204781e-01  3.93405743e-08 
 1.57220692e-01  2.86351694e-08 
 1.57237543e-01  4.31507681e-08 
 1.57254447e-01  2.74931507e-08 
 1.57268295e-01  2.72533337e-08 
 1.57286096e-01  1.98717663e-08 
 1.57307360e-01  2.94171295e-08 
 1.57344611e-01  2.63286816e-08 
 1.57384958e-01  3.46413824e-08 
 1.57455389e-01  3.25289026e-08 
 1.57519432e-01  3.75896534e-08 
 1.57593936e-01  2.60920792e-08 
 1.57637951e-01  3.31649493e-08 
 1.57680140e-01  4.02714024e-08 
 1.57702097e-01  3.56314150e-08 
 1.57724615e-01  2.03238183e-08 
 1.57741482e-01  2.65175021e-08 
 1.57755045e-01  4.32770066e-08 
 1.57769582e-01  1.68335238e-08 
 1.57783424e-01  4.01079202e-08 
 1.57797668e-01  2.59325070e-08 
 1.57811559e-01  4.70104100e-08 
 1.57828772e-01  2.92943919e-08 
 1.57846654e-01  4.06521999e-08 
 1.57861770e-01  2.02939993e-08 
 1.57876018e-01  5.30443912e-08 
 1.57889451e-01  1.33994756e-08 
 1.57901128e-01  4.55066239e-08 
 1.57912777e-01  3.67084542e-09 
 1.57925449e-01  5.60096388e-08 
 1.57937041e-01  1.51526056e-08 
 1.57948806e-01  3.11441130e-08 
 1.57960624e-01  7.93166935e-09 
 1.57972797e-01  5.34702765e-08 
 1.57984660e-01  9.66190038e-09 
 1.57997996e-01  5.15736222e-08 
 1.58009969e-01  2.58104906e-08 
 1.58022959e-01  5.09499385e-08 
 1.58033295e-01  1.20219702e-08 
 1.58043778e-01  5.90742631e-08 
