 time            v(vspike)      
 2.33137807e-01 -3.28809053e-04 
 2.33237807e-01  3.25163579e-04 
 2.33337807e-01 -3.23476063e-04 
 2.33437807e-01  3.24911448e-04 
 2.33537807e-01 -3.29459349e-04 
 2.33637807e-01  3.34179045e-04 
 2.33737807e-01 -3.34713269e-04 
 2.33837807e-01  3.33333292e-04 
 2.33937807e-01 -3.46395038e-04 
 2.33950066e-01  3.45418526e-07 
 2.33974584e-01  1.03450606e-03 
 2.33974639e-01  1.06998037e-03 
 2.33974750e-01  1.15187000e-03 
 2.33974972e-01  1.34555600e-03 
 2.33975415e-01  1.89154740e-03 
 2.33975526e-01  2.08178055e-03 
 2.33975747e-01  2.57190667e-03 
 2.33975803e-01  2.73459843e-03 
 2.33975914e-01  3.12534310e-03 
 2.33975941e-01  3.24794688e-03 
 2.33975997e-01  3.52803894e-03 
 2.33976108e-01  4.48979069e-03 
 2.33976153e-01  5.34988139e-03 
 2.33976165e-01  5.75103573e-03 
 2.33976188e-01  7.28932312e-03 
 2.33976191e-01  7.73819995e-03 
 2.33976198e-01  9.00924163e-03 
 2.33976200e-01  9.51255328e-03 
 2.33976203e-01  1.08138169e-02 
 2.33976204e-01  1.12734394e-02 
 2.33976206e-01  1.23656092e-02 
 2.33976210e-01  1.66846377e-02 
 2.33976211e-01  2.12943574e-02 
 2.33976213e-01  2.96815763e-02 
 2.33976214e-01  4.60308447e-02 
 2.33976215e-01  9.23446273e-02 
 2.33976216e-01  1.53859677e-01 
 2.33976217e-01  2.44825508e-01 
 2.33976218e-01  4.68098584e-01 
 2.33976218e-01  6.83864391e-01 
 2.33976219e-01  1.10650817e+00 
 2.33976219e-01  1.46849091e+00 
 2.33976219e-01  1.72138866e+00 
 2.33976220e-01  1.93817023e+00 
 2.33976220e-01  2.09403138e+00 
 2.33976220e-01  2.23547810e+00 
 2.33976220e-01  2.35238794e+00 
 2.33976220e-01  2.46629464e+00 
 2.33976220e-01  2.56568294e+00 
 2.33976220e-01  2.71504272e+00 
 2.33976220e-01  2.87940903e+00 
 2.33976220e-01  3.08238152e+00 
 2.33976220e-01  3.23100565e+00 
 2.33976220e-01  3.37950576e+00 
 2.33976220e-01  3.53803608e+00 
 2.33976220e-01  3.72117406e+00 
 2.33976220e-01  3.91496940e+00 
 2.33976221e-01  4.13192238e+00 
 2.33976221e-01  4.33735452e+00 
 2.33976221e-01  4.55237189e+00 
 2.33976221e-01  4.71683628e+00 
 2.33976221e-01  4.87255901e+00 
 2.33976222e-01  4.95899807e+00 
 2.33976222e-01  4.98427824e+00 
 2.33976223e-01  4.99533929e+00 
 2.33976224e-01  4.99812776e+00 
 2.33976226e-01  4.99936031e+00 
 2.33976227e-01  4.99992606e+00 
 2.33976229e-01  5.00004102e+00 
 2.33976231e-01  5.00010833e+00 
 2.33976235e-01  5.00009433e+00 
 2.33976240e-01  5.00011460e+00 
 2.33976251e-01  5.00009406e+00 
 2.33976262e-01  5.00011346e+00 
 2.33976273e-01  5.00009181e+00 
 2.33976281e-01  5.00010871e+00 
 2.33976290e-01  5.00008465e+00 
 2.33976302e-01  5.00009741e+00 
 2.33976315e-01  5.00006716e+00 
 2.33976329e-01  5.00004010e+00 
 2.33976345e-01  4.99994903e+00 
 2.33976356e-01  4.99996776e+00 
 2.33976366e-01  4.99994794e+00 
 2.33976380e-01  4.99996813e+00 
 2.33976395e-01  4.99994728e+00 
 2.33976414e-01  4.99996852e+00 
 2.33976437e-01  4.99994705e+00 
 2.33976467e-01  4.99996882e+00 
 2.33976507e-01  4.99994700e+00 
 2.33976560e-01  4.99996915e+00 
 2.33976633e-01  4.99994720e+00 
 2.33976734e-01  4.99996967e+00 
 2.33976873e-01  4.99994779e+00 
 2.33977086e-01  4.99997068e+00 
 2.33977410e-01  4.99994924e+00 
 2.33977912e-01  4.99997293e+00 
 2.33978746e-01  4.99995270e+00 
 2.33980320e-01  4.99997861e+00 
 2.33983468e-01  4.99996213e+00 
 2.33989764e-01  4.99999295e+00 
 2.33996137e-01  4.99997606e+00 
 2.34008883e-01  5.00000439e+00 
 2.34033790e-01  4.99998647e+00 
 2.34057212e-01  5.00000954e+00 
 2.34094127e-01  4.99998860e+00 
 2.34133638e-01  5.00001026e+00 
 2.34194762e-01  4.99998877e+00 
 2.34262921e-01  5.00000956e+00 
 2.34328134e-01  4.99998240e+00 
 2.34371560e-01  4.99997376e+00 
 2.34410316e-01  4.99960968e+00 
 2.34444078e-01  4.97969814e+00 
 2.34445615e-01  4.97137173e+00 
 2.34448689e-01  4.90194677e+00 
 2.34449453e-01  2.76470761e+00 
 2.34449455e-01  2.73562818e+00 
 2.34449459e-01  2.64711202e+00 
 2.34449466e-01  2.34880811e+00 
 2.34449469e-01  2.18662301e+00 
 2.34449471e-01  2.07960858e+00 
 2.34449472e-01  2.01193772e+00 
 2.34449473e-01  1.97052697e+00 
 2.34449475e-01  1.91356863e+00 
 2.34449476e-01  1.85296074e+00 
 2.34449476e-01  1.78801695e+00 
 2.34449477e-01  1.71649532e+00 
 2.34449479e-01  1.61700352e+00 
 2.34449480e-01  1.50992744e+00 
 2.34449482e-01  1.28782700e+00 
 2.34449487e-01  9.29533056e-01 
 2.34449491e-01  7.37989149e-01 
 2.34449496e-01  6.21873613e-01 
 2.34449501e-01  5.10636088e-01 
 2.34449509e-01  3.44582461e-01 
 2.34449511e-01  2.71519644e-01 
 2.34449513e-01  2.15408538e-01 
 2.34449514e-01  1.71714056e-01 
 2.34449516e-01  1.22353362e-01 
 2.34449517e-01  8.01427059e-02 
 2.34449518e-01  4.33448630e-02 
 2.34449519e-01  1.82425361e-02 
 2.34449519e-01  5.40778218e-03 
 2.34449520e-01  2.16841687e-03 
 2.34449521e-01  1.05352198e-03 
 2.34449522e-01  6.10300703e-04 
 2.34449525e-01  2.40214945e-04 
 2.34449527e-01  9.29791972e-05 
 2.34449529e-01  2.19971076e-05 
 2.34449532e-01 -9.18938035e-06 
 2.34449535e-01 -3.98057690e-06 
 2.34449540e-01 -2.16229298e-05 
 2.34449549e-01  2.83873641e-07 
 2.34449562e-01 -1.76032895e-05 
 2.34449576e-01  6.12340203e-06 
 2.34449589e-01 -1.46174581e-05 
 2.34449601e-01  9.43493598e-06 
 2.34449614e-01 -1.35988043e-05 
 2.34449627e-01  1.13889746e-05 
 2.34449639e-01 -1.34010740e-05 
 2.34449652e-01  1.26206909e-05 
 2.34449664e-01 -1.36491567e-05 
 2.34449676e-01  1.34954538e-05 
 2.34449688e-01 -1.40541179e-05 
 2.34449700e-01  1.41749146e-05 
 2.34449712e-01 -1.45022654e-05 
 2.34449724e-01  1.47366178e-05 
 2.34449736e-01 -1.49434193e-05 
 2.34449748e-01  1.52177081e-05 
 2.34449760e-01 -1.53557852e-05 
 2.34449774e-01  1.56072165e-05 
 2.34449790e-01 -1.56496208e-05 
 2.34449810e-01  1.58709543e-05 
 2.34449832e-01 -1.58507547e-05 
 2.34449859e-01  1.60444069e-05 
 2.34449893e-01 -1.59788752e-05 
 2.34449940e-01  1.61473536e-05 
 2.34450004e-01 -1.60475043e-05 
 2.34450108e-01  1.61939275e-05 
 2.34450304e-01 -1.60696296e-05 
 2.34450696e-01  1.62018683e-05 
 2.34451481e-01 -1.60635257e-05 
 2.34453051e-01  1.61758721e-05 
 2.34456191e-01 -1.60108878e-05 
 2.34462471e-01  1.60618662e-05 
 2.34474566e-01 -1.58384168e-05 
 2.34490053e-01  1.58133135e-05 
 2.34506539e-01 -1.56150840e-05 
 2.34522313e-01  1.56181929e-05 
 2.34541197e-01 -1.54371416e-05 
 2.34566258e-01  1.54381219e-05 
 2.34611544e-01 -1.53321284e-05 
 2.34639437e-01  1.54157038e-05 
 2.34658574e-01 -1.53883834e-05 
 2.34674772e-01  1.54610933e-05 
 2.34693631e-01 -1.53894887e-05 
 2.34708919e-01  1.54508118e-05 
 2.34728037e-01 -1.53800717e-05 
 2.34757420e-01  1.54503998e-05 
 2.34784446e-01 -1.53965351e-05 
 2.34810244e-01  1.54560908e-05 
 2.34835953e-01 -1.53805070e-05 
 2.34874121e-01  1.54270475e-05 
 2.34896954e-01 -1.53562340e-05 
 2.34920204e-01  1.54450543e-05 
 2.34937127e-01 -1.54435499e-05 
 2.34952591e-01  1.55310848e-05 
 2.34974972e-01 -1.55117936e-05 
 2.34998704e-01  1.55818085e-05 
 2.35022625e-01 -1.55271854e-05 
 2.35038223e-01  1.55946007e-05 
 2.35053681e-01 -1.55467709e-05 
 2.35077017e-01  1.56151652e-05 
 2.35104226e-01 -1.55590173e-05 
 2.35134202e-01  1.56377134e-05 
 2.35159824e-01 -1.55821488e-05 
 2.35183322e-01  1.56291061e-05 
 2.35207437e-01 -1.55256460e-05 
 2.35249007e-01  1.55389605e-05 
 2.35285293e-01 -1.54616999e-05 
 2.35317963e-01  1.55739220e-05 
 2.35356223e-01 -1.56793361e-05 
 2.35400717e-01  1.59423592e-05 
 2.35460916e-01 -1.61089407e-05 
 2.35506666e-01  1.62243773e-05 
 2.35552614e-01 -1.60486481e-05 
 2.35596039e-01  1.59278192e-05 
 2.35656605e-01 -1.55935634e-05 
 2.35717899e-01  1.55410661e-05 
 2.35812060e-01 -1.54590229e-05 
 2.35912060e-01  1.55198605e-05 
 2.35980409e-01 -1.54952284e-05 
 2.36046930e-01  1.57426983e-05 
 2.36089170e-01 -1.58070531e-05 
 2.36132818e-01  1.58431774e-05 
 2.36181453e-01 -1.56527702e-05 
 2.36232586e-01  1.56450587e-05 
 2.36278706e-01 -1.55954406e-05 
 2.36370946e-01  1.57914642e-05 
 2.36465796e-01 -1.58269814e-05 
 2.36565796e-01  1.57435276e-05 
 2.36644523e-01 -1.55221912e-05 
 2.36727034e-01  1.55530587e-05 
 2.36827034e-01 -1.55395737e-05 
 2.36927034e-01  1.56846716e-05 
 2.37027034e-01 -1.57845162e-05 
 2.37127034e-01  1.59071390e-05 
 2.37227034e-01 -1.57116566e-05 
 2.37327034e-01  1.57061990e-05 
 2.37427034e-01 -1.57022875e-05 
 2.37496846e-01  1.57282326e-05 
 2.37561615e-01 -1.54809330e-05 
 2.37613739e-01  1.54563043e-05 
 2.37671424e-01 -1.53719099e-05 
 2.37757668e-01  1.55202593e-05 
 2.37831328e-01 -1.55756753e-05 
 2.37914302e-01  1.56862889e-05 
 2.38014302e-01 -1.57858357e-05 
 2.38114302e-01  1.60944665e-05 
 2.38214302e-01 -1.59132196e-05 
 2.38314302e-01  1.57896709e-05 
 2.38414302e-01 -1.56676766e-05 
 2.38514302e-01  1.55787895e-05 
 2.38614302e-01 -1.53923699e-05 
 2.38707796e-01  1.54472624e-05 
 2.38807796e-01 -1.54243073e-05 
 2.38907796e-01  1.56807385e-05 
 2.38970010e-01 -1.57866119e-05 
 2.39046182e-01  1.58562486e-05 
 2.39146182e-01 -1.57407170e-05 
 2.39246182e-01  1.57630336e-05 
 2.39346182e-01 -1.55683648e-05 
 2.39446182e-01  1.55914575e-05 
 2.39536637e-01 -1.57780408e-05 
 2.39582381e-01  1.59588835e-05 
 2.39629692e-01 -1.58555852e-05 
 2.39685962e-01  1.58148411e-05 
 2.39763134e-01 -1.55541614e-05 
 2.39863134e-01  1.54509346e-05 
 2.39933721e-01 -1.53297942e-05 
 2.39995420e-01  1.54018282e-05 
 2.40053785e-01 -1.54487633e-05 
 2.40098369e-01  1.56076754e-05 
 2.40139443e-01 -1.55917878e-05 
 2.40198122e-01  1.56798594e-05 
 2.40266780e-01 -1.56537239e-05 
 2.40345320e-01  1.57187819e-05 
 2.40445320e-01 -1.55648940e-05 
 2.40545320e-01  1.56004905e-05 
 2.40638900e-01 -1.56019110e-05 
 2.40738900e-01  1.57646865e-05 
 2.40838900e-01 -1.57602806e-05 
 2.40938900e-01  1.57508529e-05 
 2.41038900e-01 -1.56240244e-05 
 2.41138900e-01  1.57103348e-05 
 2.41238900e-01 -1.57571492e-05 
 2.41338900e-01  1.58393246e-05 
 2.41438900e-01 -1.58335583e-05 
 2.41516708e-01  1.59075135e-05 
 2.41591472e-01 -1.56932647e-05 
 2.41691472e-01  1.56990075e-05 
 2.41788692e-01 -1.56387249e-05 
 2.41888692e-01  1.57338529e-05 
 2.41988692e-01 -1.56998633e-05 
 2.42088692e-01  1.57171576e-05 
 2.42188692e-01 -1.56032503e-05 
 2.42288692e-01  1.55784483e-05 
 2.42363733e-01 -1.55614515e-05 
 2.42419214e-01  1.57022394e-05 
 2.42469538e-01 -1.55843436e-05 
 2.42499255e-01  1.56299762e-05 
 2.42527661e-01 -1.56218227e-05 
 2.42555536e-01  1.57541559e-05 
 2.42577277e-01 -1.57558873e-05 
 2.42599533e-01  1.58192901e-05 
 2.42618482e-01 -1.57218393e-05 
 2.42638009e-01  1.57816572e-05 
 2.42657878e-01 -1.57288081e-05 
 2.42676549e-01  1.57974470e-05 
 2.42693922e-01 -1.57397942e-05 
 2.42713184e-01  1.57835094e-05 
 2.42728599e-01 -1.56659846e-05 
 2.42745990e-01  1.57034817e-05 
 2.42778936e-01 -1.56367517e-05 
 2.42797141e-01  1.57179081e-05 
 2.42818343e-01 -1.56965902e-05 
 2.42839317e-01  1.57666078e-05 
 2.42860641e-01 -1.57087407e-05 
 2.42903290e-01  1.57674189e-05 
 2.42944106e-01 -1.57423691e-05 
 2.42982155e-01  1.58774928e-05 
 2.43017274e-01 -1.58064521e-05 
 2.43041446e-01  1.58383064e-05 
 2.43065169e-01 -1.57645696e-05 
 2.43091489e-01  1.58274769e-05 
 2.43119680e-01 -1.57317966e-05 
 2.43145505e-01  1.57740067e-05 
 2.43170899e-01 -1.57142108e-05 
 2.43214625e-01  1.58234890e-05 
 2.43257889e-01 -1.58105038e-05 
 2.43312096e-01  1.58467797e-05 
 2.43382174e-01 -1.56871376e-05 
 2.43445733e-01  1.56754086e-05 
 2.43506564e-01 -1.55687054e-05 
 2.43563097e-01  1.56682807e-05 
 2.43663097e-01 -1.56489143e-05 
 2.43763097e-01  1.56939642e-05 
 2.43863097e-01 -1.55908679e-05 
 2.43963097e-01  1.55813622e-05 
 2.44063097e-01 -1.54690924e-05 
 2.44163097e-01  1.54838469e-05 
 2.44263097e-01 -1.53926381e-05 
 2.44363097e-01  1.55502507e-05 
 2.44463097e-01 -1.58561147e-05 
 2.44563097e-01  1.64842118e-05 
 2.44663097e-01 -1.61965566e-05 
 2.44760917e-01  1.57031614e-05 
 2.44860917e-01 -1.53973285e-05 
 2.44953346e-01  1.54877826e-05 
 2.45052177e-01 -1.55625761e-05 
 2.45152177e-01  1.58041665e-05 
 2.45252177e-01 -1.60494760e-05 
 2.45323388e-01  1.61259561e-05 
 2.45411910e-01 -1.57599150e-05 
 2.45511910e-01  1.56244838e-05 
 2.45605463e-01 -1.55454518e-05 
 2.45705463e-01  1.55767865e-05 
 2.45783229e-01 -1.54770418e-05 
 2.45871297e-01  1.57861531e-05 
 2.45954647e-01 -1.47518151e-05 
 2.45980054e-01  4.99990455e+00 
 2.45997420e-01  5.00005758e+00 
 2.46005350e-01  4.99992487e+00 
 2.46012491e-01  5.00006228e+00 
 2.46020171e-01  4.99992878e+00 
 2.46035531e-01  5.00006452e+00 
 2.46056868e-01  4.99993216e+00 
 2.46082990e-01  5.00006540e+00 
 2.46110070e-01  4.99993294e+00 
 2.46137836e-01  5.00006561e+00 
 2.46173830e-01  4.99993230e+00 
 2.46211644e-01  5.00006495e+00 
 2.46251544e-01  4.99992668e+00 
 2.46281878e-01  5.00005282e+00 
 2.46315431e-01  4.99985957e+00 
 2.46382536e-01  4.99412975e+00 
 2.46385402e-01  4.99235700e+00 
 2.46391135e-01  4.98730729e+00 
 2.46397897e-01  4.97399626e+00 
 2.46399024e-01  4.96977961e+00 
 2.46401280e-01  4.95652417e+00 
 2.46401844e-01  4.95090066e+00 
 2.46402972e-01  4.93489749e+00 
 2.46403254e-01  4.92863907e+00 
 2.46403818e-01  4.91163534e+00 
 2.46404144e-01  4.89568426e+00 
 2.46404527e-01  4.86061274e+00 
 2.46404757e-01  4.80980315e+00 
 2.46404890e-01  4.74153536e+00 
 2.46405106e-01  4.44377710e+00 
 2.46405133e-01  4.37726946e+00 
 2.46405186e-01  4.22513870e+00 
 2.46405294e-01  3.79079312e+00 
 2.46405310e-01  3.68495509e+00 
 2.46405342e-01  3.27274406e+00 
 2.46405355e-01  2.91776007e+00 
 2.46405363e-01  2.57772146e+00 
 2.46405368e-01  2.32847844e+00 
 2.46405371e-01  2.16238179e+00 
 2.46405373e-01  2.06092740e+00 
 2.46405374e-01  1.99492332e+00 
 2.46405375e-01  1.95829448e+00 
 2.46405377e-01  1.88994679e+00 
 2.46405378e-01  1.82871352e+00 
 2.46405379e-01  1.74135336e+00 
 2.46405380e-01  1.64809667e+00 
 2.46405381e-01  1.54447260e+00 
 2.46405383e-01  1.35840888e+00 
 2.46405387e-01  1.01109564e+00 
 2.46405392e-01  7.50925939e-01 
 2.46405397e-01  6.25248516e-01 
 2.46405402e-01  5.16614007e-01 
 2.46405409e-01  3.71905892e-01 
 2.46405411e-01  3.02325428e-01 
 2.46405413e-01  2.50521219e-01 
 2.46405415e-01  1.97113632e-01 
 2.46405416e-01  1.55754794e-01 
 2.46405417e-01  1.06792069e-01 
 2.46405418e-01  6.39570013e-02 
 2.46405419e-01  3.10672743e-02 
 2.46405420e-01  1.03629078e-02 
 2.46405421e-01  4.57630065e-03 
 2.46405422e-01  1.20723516e-03 
 2.46405423e-01  1.11904387e-03 
 2.46405424e-01  2.50967598e-04 
 2.46405427e-01  3.58123014e-04 
 2.46405429e-01 -1.36471562e-04 
 2.46405431e-01  1.74838531e-04 
 2.46405434e-01 -1.77978038e-04 
 2.46405438e-01  1.41545484e-04 
 2.46405444e-01 -1.72040992e-04 
 2.46405454e-01  1.40308387e-04 
 2.46405469e-01 -1.61672659e-04 
 2.46405486e-01  1.45042200e-04 
 2.46405500e-01 -1.53711273e-04 
 2.46405512e-01  1.45161448e-04 
 2.46405525e-01 -1.48393316e-04 
 2.46405538e-01  1.43744932e-04 
 2.46405550e-01 -1.44319491e-04 
 2.46405563e-01  1.41426448e-04 
 2.46405575e-01 -1.40765496e-04 
 2.46405587e-01  1.38682910e-04 
 2.46405599e-01 -1.37502048e-04 
 2.46405611e-01  1.35812385e-04 
 2.46405623e-01 -1.34406911e-04 
 2.46405635e-01  1.32911592e-04 
 2.46405647e-01 -1.31421260e-04 
 2.46405659e-01  1.30031174e-04 
 2.46405671e-01 -1.28520029e-04 
 2.46405684e-01  1.27300066e-04 
 2.46405699e-01 -1.26084812e-04 
 2.46405717e-01  1.25228217e-04 
 2.46405737e-01 -1.24304401e-04 
 2.46405762e-01  1.23739617e-04 
 2.46405792e-01 -1.23076452e-04 
 2.46405830e-01  1.22770007e-04 
 2.46405884e-01 -1.22338076e-04 
 2.46405961e-01  1.22246517e-04 
 2.46406116e-01 -1.22004044e-04 
 2.46406426e-01  1.22053401e-04 
 2.46407046e-01 -1.21849240e-04 
 2.46408284e-01  1.21861223e-04 
 2.46410762e-01 -1.21527688e-04 
 2.46415718e-01  1.21262630e-04 
 2.46425432e-01 -1.20462920e-04 
 2.46444861e-01  1.19397134e-04 
 2.46475395e-01 -1.17837718e-04 
 2.46509992e-01  1.16735679e-04 
 2.46542220e-01 -1.16052949e-04 
 2.46572060e-01  1.16019521e-04 
 2.46598676e-01 -1.16101906e-04 
 2.46632306e-01  1.16388848e-04 
 2.46654159e-01 -1.16459863e-04 
 2.46677782e-01  1.16823115e-04 
 2.46696263e-01 -1.17041761e-04 
 2.46717905e-01  1.17217648e-04 
 2.46738985e-01 -1.17075750e-04 
 2.46759671e-01  1.17013703e-04 
 2.46785594e-01 -1.16703698e-04 
 2.46810485e-01  1.16582238e-04 
 2.46839052e-01 -1.16542669e-04 
 2.46861821e-01  1.16839349e-04 
 2.46884545e-01 -1.17023463e-04 
 2.46905646e-01  1.17262224e-04 
 2.46930017e-01 -1.17455095e-04 
 2.46949002e-01  1.17686434e-04 
 2.46968986e-01 -1.17599627e-04 
 2.46985868e-01  1.17537926e-04 
 2.47004235e-01 -1.17366073e-04 
 2.47024478e-01  1.17502682e-04 
 2.47041550e-01 -1.17587474e-04 
 2.47062167e-01  1.17711316e-04 
 2.47076362e-01 -1.17609545e-04 
 2.47091727e-01  1.17727711e-04 
 2.47114893e-01 -1.17862941e-04 
 2.47137841e-01  1.18106860e-04 
 2.47168703e-01 -1.18297391e-04 
 2.47197683e-01  1.18846464e-04 
 2.47231362e-01 -1.19690576e-04 
 2.47287701e-01  1.21121846e-04 
 2.47360670e-01 -1.21063239e-04 
 2.47460670e-01  1.18476527e-04 
 2.47544090e-01 -1.16616349e-04 
 2.47604033e-01  1.16375139e-04 
 2.47676477e-01 -1.16592235e-04 
 2.47776477e-01  1.17426221e-04 
 2.47876477e-01 -1.17513341e-04 
 2.47969117e-01  1.16841009e-04 
 2.48041514e-01 -1.16579545e-04 
 2.48126999e-01  1.16877895e-04 
 2.48226999e-01 -1.17209832e-04 
 2.48326999e-01  1.18937969e-04 
 2.48426999e-01 -1.20641643e-04 
 2.48524310e-01  1.20745617e-04 
 2.48624310e-01 -1.20214225e-04 
 2.48724310e-01  1.18571383e-04 
 2.48824310e-01 -1.17353295e-04 
 2.48924310e-01  1.17712124e-04 
 2.49024310e-01 -1.17758174e-04 
 2.49124310e-01  1.16899701e-04 
 2.49204043e-01 -1.16478026e-04 
 2.49293213e-01  1.16952775e-04 
 2.49362193e-01 -1.16757333e-04 
 2.49429161e-01  1.16066347e-04 
 2.49499643e-01 -1.15537458e-04 
 2.49550643e-01  1.15563565e-04 
 2.49608231e-01 -1.15618334e-04 
 2.49668471e-01  1.16947332e-04 
 2.49723477e-01 -1.18769631e-04 
 2.49796930e-01  1.20789105e-04 
 2.49896930e-01 -1.20850165e-04 
 2.49996930e-01  1.19126901e-04 
 2.50096930e-01 -1.16793829e-04 
 2.50143450e-01  1.16411349e-04 
 2.50193213e-01 -1.16985765e-04 
 2.50221030e-01  1.17763841e-04 
 2.50247416e-01 -1.17992048e-04 
 2.50271728e-01  1.17893858e-04 
 2.50300028e-01 -1.17358341e-04 
 2.50319787e-01  1.17107194e-04 
 2.50338038e-01 -1.16845289e-04 
 2.50354881e-01  1.16782573e-04 
 2.50367247e-01 -1.16582846e-04 
 2.50377636e-01  1.16594773e-04 
 2.50387180e-01 -1.16527395e-04 
 2.50399581e-01  1.16726491e-04 
 2.50412592e-01 -1.16942728e-04 
 2.50424999e-01  1.17272583e-04 
 2.50449812e-01 -1.17561778e-04 
 2.50470614e-01  1.17685446e-04 
 2.50490972e-01 -1.17608657e-04 
 2.50526673e-01  1.17729830e-04 
 2.50566315e-01 -1.17896463e-04 
 2.50645599e-01  1.18608420e-04 
 2.50718181e-01 -1.18524678e-04 
 2.50794083e-01  1.17773051e-04 
 2.50894083e-01 -1.16398417e-04 
 2.50958885e-01  1.16240558e-04 
 2.51019549e-01 -1.17228541e-04 
 2.51064940e-01  1.18810154e-04 
 2.51105856e-01 -1.19385430e-04 
 2.51166666e-01  1.19426995e-04 
 2.51224307e-01 -1.19572942e-04 
 2.51291786e-01  1.20019492e-04 
 2.51333793e-01 -1.19499336e-04 
 2.51373993e-01  1.18499646e-04 
 2.51423284e-01 -1.17279566e-04 
 2.51468834e-01  1.17146589e-04 
 2.51514016e-01 -1.18097201e-04 
 2.51542505e-01  1.19239749e-04 
 2.51577051e-01 -1.19922223e-04 
 2.51622144e-01  1.19525511e-04 
 2.51658835e-01 -1.18727032e-04 
 2.51692252e-01  1.18617918e-04 
 2.51716943e-01 -1.18649085e-04 
 2.51751487e-01  1.18673112e-04 
 2.51783718e-01 -1.18349241e-04 
 2.51815806e-01  1.18380377e-04 
 2.51841761e-01 -1.18440705e-04 
 2.51868749e-01  1.18391895e-04 
 2.51902673e-01 -1.17647495e-04 
 2.51930053e-01  1.17052122e-04 
 2.51956947e-01 -1.16525107e-04 
 2.51976855e-01  1.16418776e-04 
 2.51995263e-01 -1.16155041e-04 
 2.52007722e-01  1.16092192e-04 
 2.52019946e-01 -1.15918603e-04 
 2.52028317e-01  1.15968288e-04 
 2.52036968e-01 -1.15928727e-04 
 2.52046476e-01  1.16016151e-04 
 2.52057517e-01 -1.15960248e-04 
 2.52067983e-01  1.16033587e-04 
 2.52088445e-01 -1.15988416e-04 
 2.52113035e-01  1.16160824e-04 
 2.52140006e-01 -1.16428728e-04 
 2.52165069e-01  1.17052078e-04 
 2.52182735e-01 -1.17534139e-04 
 2.52195808e-01  1.17966050e-04 
 2.52208456e-01 -1.18155978e-04 
 2.52218407e-01  1.18278985e-04 
 2.52227928e-01 -1.18173051e-04 
 2.52240073e-01  1.18088314e-04 
 2.52247764e-01 -1.17844289e-04 
 2.52255138e-01  1.17792257e-04 
 2.52265952e-01 -1.17570276e-04 
 2.52277284e-01  1.17615971e-04 
 2.52288914e-01 -1.17607490e-04 
 2.52301981e-01  1.17700432e-04 
 2.52311332e-01 -1.17602388e-04 
 2.52320605e-01  1.17679209e-04 
 2.52330762e-01 -1.17692121e-04 
 2.52340442e-01  1.17888797e-04 
 2.52359801e-01 -1.18153649e-04 
 2.52383513e-01  1.18603703e-04 
 2.52396263e-01 -1.18736882e-04 
 2.52408746e-01  1.18837622e-04 
 2.52418737e-01 -1.18651305e-04 
 2.52428695e-01  1.18564672e-04 
 2.52445351e-01 -1.18171429e-04 
 2.52469430e-01  1.17896492e-04 
 2.52494833e-01 -1.17700130e-04 
 2.52545641e-01  1.18404695e-04 
 2.52576440e-01 -1.18960155e-04 
 2.52606470e-01  1.19034141e-04 
 2.52630623e-01 -1.18715366e-04 
 2.52652982e-01  1.18734153e-04 
 2.52674268e-01 -1.18694096e-04 
 2.52695043e-01  1.18649034e-04 
 2.52715593e-01 -1.18212302e-04 
 2.52729518e-01  1.17993233e-04 
 2.52742840e-01 -1.17713272e-04 
 2.52756709e-01  1.17773147e-04 
 2.52769066e-01 -1.17830938e-04 
 2.52782015e-01  1.17979032e-04 
 2.52794189e-01 -1.17877711e-04 
 2.52806403e-01  1.17831991e-04 
 2.52826126e-01 -1.17458595e-04 
 2.52846462e-01  1.17211479e-04 
 2.52867342e-01 -1.16922474e-04 
 2.52897566e-01  1.16997115e-04 
 2.52933142e-01 -1.17240776e-04 
 2.52981547e-01  1.18021435e-04 
 2.53076617e-01 -1.19499760e-04 
 2.53168130e-01  1.19045765e-04 
 2.53254772e-01 -1.17518672e-04 
 2.53354772e-01  1.16528013e-04 
 2.53454772e-01 -1.15604171e-04 
 2.53511036e-01  1.15668585e-04 
 2.53563913e-01 -1.16126265e-04 
 2.53638007e-01  1.17048579e-04 
 2.53708197e-01 -1.17296574e-04 
 2.53808197e-01  1.17433631e-04 
 2.53908197e-01 -1.18124539e-04 
 2.54008197e-01  1.19268445e-04 
 2.54108197e-01 -1.19709057e-04 
 2.54208197e-01  1.20172515e-04 
 2.54308197e-01 -1.18431651e-04 
 2.54392109e-01  1.17475646e-04 
 2.54471364e-01 -1.17297418e-04 
 2.54562630e-01  1.17449442e-04 
 2.54651189e-01 -1.19026789e-04 
 2.54709203e-01  1.20455956e-04 
 2.54782890e-01 -1.20141263e-04 
 2.54882890e-01  1.18548799e-04 
 2.54982890e-01 -1.17688800e-04 
 2.55082890e-01  1.18295156e-04 
 2.55144725e-01 -1.18454633e-04 
 2.55233606e-01  1.17200118e-04 
 2.55305479e-01 -1.15762828e-04 
 2.55349471e-01  1.15570094e-04 
 2.55403306e-01 -1.15491382e-04 
 2.55448709e-01  1.15688179e-04 
 2.55499137e-01 -1.16054062e-04 
 2.55566493e-01  1.17136417e-04 
 2.55666493e-01 -1.18746604e-04 
 2.55732546e-01  1.18593885e-04 
 2.55795502e-01 -1.17974028e-04 
 2.55852490e-01  1.18416684e-04 
