 time            v(vin)          v(vmem)        
 1.63551465e-01  1.08401464e+00  3.87956026e-02 
 1.63566646e-01  1.08886909e+00  3.87987265e-02 
 1.63580737e-01  9.79642766e-01  3.88016251e-02 
 1.63594372e-01  1.06772022e+00  3.88044304e-02 
 1.63607856e-01  1.02731181e+00  3.88072059e-02 
 1.63625744e-01  9.97011992e-01  3.88108868e-02 
 1.63637494e-01  1.17779947e+00  3.88133051e-02 
 1.63649385e-01  1.13935387e+00  3.88157528e-02 
 1.63662486e-01  1.05659192e+00  3.88184483e-02 
 1.63675474e-01  1.07915586e+00  3.88211224e-02 
 1.63690258e-01  1.15184515e+00  3.88241662e-02 
 1.63706226e-01  1.13805491e+00  3.88274508e-02 
 1.63718818e-01  9.85665532e-01  3.88300425e-02 
 1.63731798e-01  1.05284623e+00  3.88327151e-02 
 1.63745125e-01  1.10688587e+00  3.88354579e-02 
 1.63761166e-01  1.09518362e+00  3.88387576e-02 
 1.63776773e-01  1.03994503e+00  3.88419666e-02 
 1.63793234e-01  1.11937567e+00  3.88453522e-02 
 1.63809200e-01  1.19493447e+00  3.88486392e-02 
 1.63827009e-01  1.20064187e+00  3.88523042e-02 
 1.63849322e-01  1.10080332e+00  3.88568946e-02 
 1.63870020e-01  1.09142792e+00  3.88611507e-02 
 1.63911417e-01  1.01473671e+00  3.88696708e-02 
 1.63940490e-01  1.09238749e+00  3.88756557e-02 
 1.63967856e-01  1.03989947e+00  3.88812796e-02 
 1.63992132e-01  9.59799034e-01  3.88862738e-02 
 1.64014786e-01  9.97429299e-01  3.88909341e-02 
 1.64037884e-01  1.04671290e+00  3.88956825e-02 
 1.64059909e-01  1.10195698e+00  3.89002153e-02 
 1.64074061e-01  9.70030784e-01  3.89031248e-02 
 1.64089305e-01  9.89169969e-01  3.89062596e-02 
 1.64102748e-01  1.05531317e+00  3.89090286e-02 
 1.64114938e-01  9.66528206e-01  3.89115363e-02 
 1.64127462e-01  1.02387343e+00  3.89141109e-02 
 1.64138705e-01  1.16582398e+00  3.89164235e-02 
 1.64147833e-01  1.07913012e+00  3.89183004e-02 
 1.64157573e-01  9.50985460e-01  3.89203036e-02 
 1.64167001e-01  9.84271846e-01  3.89222426e-02 
 1.64175172e-01  1.06039346e+00  3.89239220e-02 
 1.64183797e-01  1.09087321e+00  3.89256957e-02 
 1.64191953e-01  1.05972508e+00  3.89273729e-02 
 1.64202049e-01  1.03840145e+00  3.89294489e-02 
 1.64213770e-01  1.09222466e+00  3.89318588e-02 
 1.64225604e-01  1.10811063e+00  3.89342928e-02 
 1.64244762e-01  1.08850368e+00  3.89382350e-02 
 1.64262176e-01  1.14418556e+00  3.89418164e-02 
 1.64288867e-01  1.18637395e+00  3.89473033e-02 
 1.64315986e-01  1.14200812e+00  3.89528798e-02 
 1.64347823e-01  1.07240682e+00  3.89594300e-02 
 1.64381946e-01  1.10420816e+00  3.89664493e-02 
 1.64418505e-01  1.12573306e+00  3.89739654e-02 
 1.64458285e-01  1.10060341e+00  3.89821408e-02 
 1.64503636e-01  1.16177755e+00  3.89914663e-02 
 1.64565721e-01  1.08784400e+00  3.90042357e-02 
 1.64624662e-01  1.21530089e+00  3.90163554e-02 
 1.64689227e-01  1.05112995e+00  3.90296319e-02 
 1.64748200e-01  1.14409641e+00  3.90417589e-02 
 1.64845562e-01  1.08022785e+00  3.90617777e-02 
 1.64938892e-01  1.09989520e+00  3.90809585e-02 
 1.65038892e-01  1.11339139e+00  3.91015140e-02 
 1.65115037e-01  1.00491446e+00  3.91171678e-02 
 1.65192644e-01  1.04218317e+00  3.91331061e-02 
 1.65243975e-01  1.00365386e+00  3.91436571e-02 
 1.65329121e-01  1.03340240e+00  3.91611560e-02 
 1.65429121e-01  1.07401107e+00  3.91817017e-02 
 1.65521029e-01  1.09734773e+00  3.92005834e-02 
 1.65621029e-01  1.08541488e+00  3.92211206e-02 
 1.65721029e-01  1.26679550e+00  3.92416579e-02 
 1.65821029e-01  1.14721492e+00  3.92621840e-02 
 1.65890566e-01  1.24440698e+00  3.92764616e-02 
 1.65976972e-01  1.10577563e+00  3.92942089e-02 
 1.66063586e-01  9.96856213e-01  3.93119958e-02 
 1.66112464e-01  1.11943669e+00  3.93220296e-02 
 1.66159677e-01  1.20609612e+00  3.93317235e-02 
 1.66184788e-01  9.40865173e-01  3.93368816e-02 
 1.66209780e-01  1.03918075e+00  3.93420139e-02 
 1.66230768e-01  1.04687037e+00  3.93463235e-02 
 1.66256782e-01  9.63098363e-01  3.93516610e-02 
 1.66282834e-01  1.02746082e+00  3.93570063e-02 
 1.66303853e-01  1.07195729e+00  3.93613219e-02 
 1.66329327e-01  1.22231680e+00  3.93665510e-02 
 1.66343352e-01  1.14913424e+00  3.93694318e-02 
 1.66356591e-01  9.52046047e-01  3.93721491e-02 
 1.66368954e-01  9.52406501e-01  3.93746874e-02 
 1.66380231e-01  1.01509427e+00  3.93770031e-02 
 1.66391966e-01  9.96700654e-01  3.93794125e-02 
 1.66409059e-01  1.01131093e+00  3.93829229e-02 
 1.66424606e-01  1.08107619e+00  3.93861122e-02 
 1.66440319e-01  1.20339317e+00  3.93893362e-02 
 1.66452966e-01  1.16134093e+00  3.93919326e-02 
 1.66467269e-01  1.12674543e+00  3.93948692e-02 
 1.66492125e-01  1.09506916e+00  3.93999718e-02 
 1.66510409e-01  1.21226322e+00  3.94037240e-02 
 1.66529514e-01  1.20271332e+00  3.94076432e-02 
 1.66545569e-01  1.03525187e+00  3.94109335e-02 
 1.66560379e-01  9.59645362e-01  3.94139708e-02 
 1.66570412e-01  1.01374377e+00  3.94160307e-02 
 1.66584523e-01  1.10365660e+00  3.94189284e-02 
 1.66598061e-01  1.21802677e+00  3.94217057e-02 
 1.66608584e-01  1.14729643e+00  3.94238636e-02 
 1.66622355e-01  1.04478620e+00  3.94266917e-02 
 1.66634491e-01  1.11361849e+00  3.94291833e-02 
 1.66647992e-01  1.13043547e+00  3.94319556e-02 
 1.66663359e-01  1.09504918e+00  3.94351105e-02 
 1.66681327e-01  1.01979181e+00  3.94387976e-02 
 1.66698609e-01  9.23747106e-01  3.94423452e-02 
 1.66709331e-01  1.06364856e+00  3.94445481e-02 
 1.66721170e-01  1.22238756e+00  3.94469802e-02 
 1.66729478e-01  1.15090532e+00  3.94486846e-02 
 1.66740401e-01  1.06039527e+00  3.94509266e-02 
 1.66755841e-01  1.06106074e+00  3.94540964e-02 
 1.66771853e-01  1.04163080e+00  3.94573818e-02 
 1.66787741e-01  1.08991452e+00  3.94606413e-02 
 1.66805870e-01  1.19382762e+00  3.94643590e-02 
 1.66821786e-01  1.18719711e+00  3.94676233e-02 
 1.66833312e-01  1.04968578e+00  3.94699881e-02 
 1.66847191e-01  1.00697361e+00  3.94728357e-02 
 1.66858482e-01  1.06520576e+00  3.94751512e-02 
 1.66871298e-01  1.06076099e+00  3.94777809e-02 
 1.66890996e-01  1.07148144e+00  3.94818263e-02 
 1.66908455e-01  1.00879619e+00  3.94854067e-02 
 1.66928899e-01  9.93617270e-01  3.94896013e-02 
 1.66942085e-01  1.10946653e+00  3.94923070e-02 
 1.66954843e-01  1.10865002e+00  3.94949217e-02 
 1.66970481e-01  1.10657444e+00  3.94981299e-02 
 1.66985948e-01  1.15519008e+00  3.95013048e-02 
 1.67001009e-01  1.25676951e+00  3.95043972e-02 
 1.67012796e-01  1.05809628e+00  3.95068168e-02 
 1.67024519e-01  9.39792302e-01  3.95092228e-02 
 1.67034535e-01  9.46701745e-01  3.95112780e-02 
 1.67047390e-01  9.84592161e-01  3.95139147e-02 
 1.67059192e-01  1.03907914e+00  3.95163348e-02 
 1.67072241e-01  9.91767104e-01  3.95190079e-02 
 1.67085911e-01  9.86870861e-01  3.95218100e-02 
 1.67099417e-01  1.04960802e+00  3.95245803e-02 
 1.67112107e-01  1.11179642e+00  3.95271877e-02 
 1.67126002e-01  1.12590276e+00  3.95300432e-02 
 1.67141387e-01  1.07916783e+00  3.95332005e-02 
 1.67156786e-01  1.19915018e+00  3.95363589e-02 
 1.67172327e-01  1.12246843e+00  3.95395463e-02 
 1.67188423e-01  1.01882964e+00  3.95428510e-02 
 1.67203862e-01  9.51721089e-01  3.95460152e-02 
 1.67216936e-01  9.12116064e-01  3.95486949e-02 
 1.67226543e-01  9.75983504e-01  3.95506659e-02 
 1.67237016e-01  1.09305794e+00  3.95528130e-02 
 1.67247175e-01  1.11712993e+00  3.95548967e-02 
 1.67258345e-01  1.10267250e+00  3.95571869e-02 
 1.67269666e-01  1.13409962e+00  3.95595086e-02 
 1.67287662e-01  1.11707620e+00  3.95631991e-02 
 1.67308676e-01  1.10855650e+00  3.95675077e-02 
 1.67328376e-01  1.10405720e+00  3.95715500e-02 
 1.67367776e-01  1.05738274e+00  3.95796339e-02 
 1.67416112e-01  1.05524877e+00  3.95895469e-02 
 1.67477823e-01  1.05555553e+00  3.96021979e-02 
 1.67544759e-01  1.05816722e+00  3.96159250e-02 
 1.67644759e-01  1.04729010e+00  3.96364332e-02 
 1.67744759e-01  1.01575170e+00  3.96569426e-02 
 1.67844759e-01  1.04333034e+00  3.96774444e-02 
 1.67944759e-01  9.37649469e-01  3.96979455e-02 
 1.68028574e-01  1.08063134e+00  3.97151319e-02 
 1.68109972e-01  1.10597564e+00  3.97318038e-02 
 1.68164295e-01  1.04303621e+00  3.97429312e-02 
 1.68219697e-01  1.13598032e+00  3.97542867e-02 
 1.68301329e-01  1.04163976e+00  3.97710173e-02 
 1.68381483e-01  1.04004208e+00  3.97874388e-02 
 1.68442712e-01  1.05635256e+00  3.97999808e-02 
 1.68518923e-01  1.14069328e+00  3.98155981e-02 
 1.68590165e-01  1.10435470e+00  3.98302002e-02 
 1.68656809e-01  1.13331712e+00  3.98438455e-02 
 1.68728213e-01  1.02806693e+00  3.98584686e-02 
 1.68807794e-01  1.08047788e+00  3.98747751e-02 
 1.68900292e-01  1.00034071e+00  3.98937181e-02 
 1.69000292e-01  1.04901767e+00  3.99141918e-02 
 1.69100292e-01  9.71502882e-01  3.99346703e-02 
 1.69200292e-01  9.65639203e-01  3.99551492e-02 
 1.69270724e-01  1.02467679e+00  3.99695690e-02 
 1.69347769e-01  1.00579911e+00  3.99853455e-02 
 1.69427045e-01  9.69604495e-01  4.00015746e-02 
 1.69501917e-01  1.13415821e+00  4.00168991e-02 
 1.69569780e-01  9.86396622e-01  4.00307855e-02 
 1.69623822e-01  1.06816264e+00  4.00418454e-02 
 1.69723822e-01  9.32052782e-01  4.00623237e-02 
 1.69820620e-01  1.01211681e+00  4.00821343e-02 
 1.69905968e-01  1.01254726e+00  4.00995922e-02 
 1.69963144e-01  1.05655719e+00  4.01112900e-02 
 1.70031479e-01  1.03051696e+00  4.01252722e-02 
 1.70131479e-01  9.81404031e-01  4.01457203e-02 
 1.70225138e-01  1.04200956e+00  4.01648826e-02 
 1.70314549e-01  8.49848323e-01  4.01831793e-02 
 1.70401822e-01  9.96544897e-01  4.02010106e-02 
 1.70489474e-01  9.54641957e-01  4.02189319e-02 
 1.70554897e-01  1.05273465e+00  4.02323149e-02 
 1.70623869e-01  9.74228250e-01  4.02464190e-02 
 1.70723869e-01  1.04388184e+00  4.02668641e-02 
 1.70823869e-01  9.24847799e-01  4.02873101e-02 
 1.70923869e-01  1.01934426e+00  4.03077606e-02 
 1.71023869e-01  1.01337892e+00  4.03282023e-02 
 1.71123869e-01  1.02785780e+00  4.03486384e-02 
 1.71223869e-01  9.44998266e-01  4.03690777e-02 
 1.71323869e-01  9.90816845e-01  4.03895205e-02 
 1.71423869e-01  8.65129109e-01  4.04099480e-02 
 1.71523869e-01  1.00235580e+00  4.04303772e-02 
 1.71619374e-01  1.17192139e+00  4.04498964e-02 
 1.71676333e-01  9.75572814e-01  4.04615319e-02 
 1.71736822e-01  9.14078609e-01  4.04738831e-02 
 1.71788235e-01  8.67588493e-01  4.04843854e-02 
 1.71836800e-01  7.80489121e-01  4.04943039e-02 
 1.71903146e-01  7.15787675e-01  4.05078534e-02 
 1.71947246e-01  8.75358020e-01  4.05168604e-02 
 1.71992288e-01  8.20407711e-01  4.05260559e-02 
 1.72054141e-01  9.81808969e-01  4.05386866e-02 
 1.72126484e-01  9.39947012e-01  4.05534664e-02 
 1.72195694e-01  9.63126832e-01  4.05675999e-02 
 1.72265864e-01  9.78819270e-01  4.05819168e-02 
 1.72364770e-01  9.35987096e-01  4.06021131e-02 
 1.72464770e-01  9.84654701e-01  4.06225248e-02 
 1.72564770e-01  9.11065408e-01  4.06429335e-02 
 1.72664770e-01  9.55447124e-01  4.06633473e-02 
 1.72764770e-01  9.47834921e-01  4.06837498e-02 
 1.72852486e-01  8.03661907e-01  4.07016582e-02 
 1.72933224e-01  9.14636276e-01  4.07181315e-02 
 1.73016906e-01  9.37052814e-01  4.07352006e-02 
 1.73096945e-01  9.60756077e-01  4.07515326e-02 
 1.73187804e-01  9.70849759e-01  4.07700660e-02 
 1.73287804e-01  9.57652824e-01  4.07904601e-02 
 1.73387804e-01  7.98993724e-01  4.08108569e-02 
 1.73459040e-01  9.39291477e-01  4.08253908e-02 
 1.73537850e-01  9.12919236e-01  4.08414633e-02 
 1.73585796e-01  9.05126936e-01  4.08512377e-02 
 1.73648518e-01  8.79457317e-01  4.08640230e-02 
 1.73748518e-01  8.82860819e-01  4.08844138e-02 
 1.73837796e-01  9.10382660e-01  4.09026193e-02 
 1.73937796e-01  1.37304720e+00  4.09229984e-02 
 1.73975048e-01  1.44070018e+00  4.09305916e-02 
 1.73998949e-01  1.52807622e+00  4.09354671e-02 
 1.74002812e-01  1.52490572e+00  4.09362552e-02 
 1.74003425e-01  1.52284409e+00  4.09363802e-02 
 1.74004651e-01  1.51872083e+00  4.09366302e-02 
 1.74005267e-01  1.51665089e+00  4.09367557e-02 
 1.74006497e-01  1.51251100e+00  4.09370066e-02 
 1.74006601e-01  1.51216224e+00  4.09370277e-02 
 1.74006627e-01  1.51207505e+00  4.09370330e-02 
 1.74006679e-01  1.51190067e+00  4.09370436e-02 
 1.74006783e-01  1.51155191e+00  4.09370647e-02 
 1.74006818e-01  1.51143396e+00  4.09370719e-02 
 1.74006820e-01  1.51142765e+00  4.09370722e-02 
 1.74006823e-01  1.51141503e+00  4.09370730e-02 
 1.74006831e-01  1.51138979e+00  4.09370745e-02 
 1.74006834e-01  1.51137849e+00  4.09370752e-02 
 1.74006836e-01  1.51137146e+00  4.09370756e-02 
 1.74006840e-01  1.51135742e+00  4.09370765e-02 
 1.74006842e-01  1.51135153e+00  4.09370768e-02 
 1.74006844e-01  1.51134585e+00  4.09370772e-02 
 1.74006845e-01  1.51134161e+00  4.09370774e-02 
 1.74006847e-01  1.51133714e+00  4.09370777e-02 
 1.74006848e-01  1.51133289e+00  4.09370780e-02 
 1.74006848e-01  1.51133045e+00  4.09370781e-02 
 1.74006849e-01  1.51132737e+00  4.09370783e-02 
 1.74006850e-01  1.51132419e+00  4.09370785e-02 
 1.74006851e-01  1.51132231e+00  4.09370786e-02 
 1.74006851e-01  1.51132136e+00  4.09370787e-02 
 1.74006851e-01  1.51132075e+00  4.09370787e-02 
 1.74006852e-01  1.51132033e+00  4.09370787e-02 
 1.74006852e-01  1.51132002e+00  4.09370788e-02 
 1.74006852e-01  1.51131972e+00  4.09370788e-02 
 1.74006852e-01  1.51131949e+00  4.09370788e-02 
 1.74006852e-01  1.51131932e+00  4.09370788e-02 
 1.74006852e-01  1.51131911e+00  4.09370788e-02 
 1.74006852e-01  1.51131890e+00  4.09370788e-02 
 1.74006852e-01  1.51131865e+00  4.09370788e-02 
 1.74006852e-01  1.51131839e+00  4.09370788e-02 
 1.74006852e-01  1.51131815e+00  4.09370789e-02 
 1.74006852e-01  1.51131790e+00  4.09370789e-02 
 1.74006852e-01  1.51131757e+00  4.09370789e-02 
 1.74006852e-01  1.51131715e+00  4.09370789e-02 
 1.74006853e-01  1.51131670e+00  4.09370790e-02 
 1.74006853e-01  1.51131617e+00  4.09370790e-02 
 1.74006853e-01  1.51131553e+00  4.09370790e-02 
 1.74006853e-01  1.51131487e+00  4.09370791e-02 
 1.74006853e-01  1.51131381e+00  4.09370791e-02 
 1.74006854e-01  1.51131200e+00  4.09370792e-02 
 1.74006855e-01  1.51130984e+00  4.09370794e-02 
 1.74006856e-01  1.51130650e+00  4.09370796e-02 
 1.74006857e-01  1.51130145e+00  4.09370799e-02 
 1.74006859e-01  1.51129587e+00  4.09370802e-02 
 1.74006861e-01  1.51128995e+00  4.09370806e-02 
 1.74006863e-01  1.51128310e+00  4.09370810e-02 
 1.74006866e-01  1.51127325e+00  4.09370816e-02 
 1.74006870e-01  1.51125720e+00  4.09370826e-02 
 1.74006879e-01  1.51122641e+00  4.09370844e-02 
 1.74006894e-01  1.51117772e+00  4.09370874e-02 
 1.74006906e-01  1.51113843e+00  4.09370898e-02 
 1.74006915e-01  1.51110587e+00  4.09370917e-02 
 1.74006925e-01  1.51107191e+00  4.09370938e-02 
 1.74006937e-01  1.51103434e+00  4.09370961e-02 
 1.74006945e-01  1.51100690e+00  4.09370977e-02 
 1.74006951e-01  1.51098473e+00  4.09370991e-02 
 1.74006957e-01  1.51096516e+00  4.09371003e-02 
 1.74006963e-01  1.51094508e+00  4.09371015e-02 
 1.74006969e-01  1.51092654e+00  4.09371026e-02 
 1.74006980e-01  1.51088947e+00  4.09371048e-02 
 1.74006995e-01  1.51083786e+00  4.09371080e-02 
 1.74007018e-01  1.51075990e+00  4.09371127e-02 
 1.74007057e-01  1.51062868e+00  4.09371206e-02 
 1.74007114e-01  1.51043726e+00  4.09371322e-02 
 1.74007208e-01  1.51012112e+00  4.09371514e-02 
 1.74007350e-01  1.50964432e+00  4.09371803e-02 
 1.74007558e-01  1.50894377e+00  4.09372227e-02 
 1.74007921e-01  1.50772228e+00  4.09372967e-02 
 1.74008648e-01  1.50527930e+00  4.09374448e-02 
 1.74010100e-01  1.50039334e+00  4.09377407e-02 
 1.74013006e-01  1.49062142e+00  4.09383330e-02 
 1.74018817e-01  1.47107757e+00  4.09395177e-02 
 1.74030439e-01  1.45791935e+00  4.09418862e-02 
 1.74053682e-01  1.31707879e+00  4.09466227e-02 
 1.74081020e-01  1.27239350e+00  4.09521936e-02 
 1.74115291e-01  1.15238757e+00  4.09591775e-02 
 1.74147034e-01  9.80853308e-01  4.09656465e-02 
 1.74187188e-01  9.51069032e-01  4.09738332e-02 
 1.74237701e-01  8.39708263e-01  4.09841270e-02 
 1.74272541e-01  8.81785277e-01  4.09912260e-02 
 1.74301051e-01  9.77629894e-01  4.09970389e-02 
 1.74331337e-01  1.01198059e+00  4.10032133e-02 
 1.74354480e-01  9.30446828e-01  4.10079269e-02 
 1.74378889e-01  8.99373812e-01  4.10128967e-02 
 1.74381896e-01  8.92933589e-01  4.10135102e-02 
 1.74387911e-01  8.74270853e-01  4.10147355e-02 
 1.74390931e-01  8.64900401e-01  4.10153500e-02 
 1.74391564e-01  8.62935407e-01  4.10154790e-02 
 1.74392830e-01  8.59005419e-01  4.10157371e-02 
 1.74393147e-01  8.58022922e-01  4.10158015e-02 
 1.74393780e-01  8.56057928e-01  4.10159303e-02 
 1.74394127e-01  8.54981063e-01  4.10160009e-02 
 1.74394395e-01  8.54151817e-01  4.10160553e-02 
 1.74394596e-01  8.53527092e-01  4.10160964e-02 
 1.74394767e-01  8.52996831e-01  4.10161312e-02 
 1.74394956e-01  8.52409900e-01  4.10161696e-02 
 1.74395142e-01  8.51833542e-01  4.10162074e-02 
 1.74395216e-01  8.51602709e-01  4.10162225e-02 
 1.74395221e-01  8.51588169e-01  4.10162235e-02 
 1.74395230e-01  8.51559090e-01  4.10162254e-02 
 1.74395235e-01  8.51544467e-01  4.10162263e-02 
 1.74395238e-01  8.51535674e-01  4.10162269e-02 
 1.74395239e-01  8.51530599e-01  4.10162272e-02 
 1.74395241e-01  8.51525979e-01  4.10162275e-02 
 1.74395241e-01  8.51523802e-01  4.10162277e-02 
 1.74395242e-01  8.51520753e-01  4.10162279e-02 
 1.74395243e-01  8.51518203e-01  4.10162281e-02 
 1.74395244e-01  8.51515170e-01  4.10162283e-02 
 1.74395246e-01  8.51510280e-01  4.10162286e-02 
 1.74395249e-01  8.51501320e-01  4.10162292e-02 
 1.74395252e-01  8.51490312e-01  4.10162299e-02 
 1.74395257e-01  8.51476339e-01  4.10162308e-02 
 1.74395262e-01  8.51461466e-01  4.10162318e-02 
 1.74395267e-01  8.51445036e-01  4.10162329e-02 
 1.74395269e-01  8.51437179e-01  4.10162334e-02 
 1.74395274e-01  8.51421465e-01  4.10162344e-02 
 1.74395276e-01  8.51415605e-01  4.10162348e-02 
 1.74395278e-01  8.51411255e-01  4.10162351e-02 
 1.74395279e-01  8.51407671e-01  4.10162353e-02 
 1.74395280e-01  8.51404462e-01  4.10162355e-02 
 1.74395281e-01  8.51401541e-01  4.10162357e-02 
 1.74395282e-01  8.51398913e-01  4.10162359e-02 
 1.74395283e-01  8.51395910e-01  4.10162361e-02 
 1.74395283e-01  8.51393827e-01  4.10162362e-02 
 1.74395284e-01  8.51391469e-01  4.10162364e-02 
 1.74395285e-01  8.51387148e-01  4.10162367e-02 
 1.74395288e-01  8.51380683e-01  4.10162371e-02 
 1.74395290e-01  8.51374283e-01  4.10162375e-02 
 1.74395292e-01  8.51366151e-01  4.10162380e-02 
 1.74395295e-01  8.51358754e-01  4.10162385e-02 
 1.74395298e-01  8.51347508e-01  4.10162393e-02 
 1.74395303e-01  8.51333950e-01  4.10162402e-02 
 1.74395311e-01  8.51307430e-01  4.10162419e-02 
 1.74395324e-01  8.51268732e-01  4.10162444e-02 
 1.74395337e-01  8.51227787e-01  4.10162471e-02 
 1.74395349e-01  8.51188833e-01  4.10162497e-02 
 1.74395362e-01  8.51150613e-01  4.10162522e-02 
 1.74395375e-01  8.51109647e-01  4.10162549e-02 
 1.74395387e-01  8.51071414e-01  4.10162574e-02 
 1.74395400e-01  8.51032660e-01  4.10162599e-02 
 1.74395412e-01  8.50995540e-01  4.10162624e-02 
 1.74395424e-01  8.50957523e-01  4.10162649e-02 
 1.74395436e-01  8.50920446e-01  4.10162673e-02 
 1.74395448e-01  8.50882734e-01  4.10162698e-02 
 1.74395460e-01  8.50845706e-01  4.10162722e-02 
 1.74395472e-01  8.50808204e-01  4.10162747e-02 
 1.74395484e-01  8.50771167e-01  4.10162771e-02 
 1.74395496e-01  8.50733768e-01  4.10162796e-02 
 1.74395508e-01  8.50696709e-01  4.10162820e-02 
 1.74395522e-01  8.50652512e-01  4.10162849e-02 
 1.74395538e-01  8.50603573e-01  4.10162881e-02 
 1.74395557e-01  8.50544447e-01  4.10162920e-02 
 1.74395579e-01  8.50477150e-01  4.10162964e-02 
 1.74395606e-01  8.50392804e-01  4.10163019e-02 
 1.74395639e-01  8.50290004e-01  4.10163087e-02 
 1.74395684e-01  8.50150486e-01  4.10163179e-02 
 1.74395746e-01  8.49959082e-01  4.10163304e-02 
 1.74395845e-01  8.49650594e-01  4.10163507e-02 
 1.74396025e-01  8.49092899e-01  4.10163873e-02 
 1.74396384e-01  8.47977508e-01  4.10164604e-02 
 1.74397103e-01  8.45746726e-01  4.10166068e-02 
 1.74398541e-01  8.41285164e-01  4.10169000e-02 
 1.74401417e-01  8.44205989e-01  4.10174863e-02 
 1.74407168e-01  8.74442531e-01  4.10186571e-02 
 1.74418379e-01  9.33384126e-01  4.10209404e-02 
 1.74433282e-01  9.40284536e-01  4.10239794e-02 
 1.74452486e-01  9.20053684e-01  4.10278923e-02 
 1.74474113e-01  9.22448794e-01  4.10322927e-02 
 1.74505487e-01  9.32745249e-01  4.10386852e-02 
 1.74543820e-01  9.34877718e-01  4.10464966e-02 
 1.74612631e-01  9.28138983e-01  4.10605168e-02 
 1.74698431e-01  9.85071776e-01  4.10780002e-02 
 1.74788020e-01  9.76308853e-01  4.10962413e-02 
 1.74875314e-01  9.73588368e-01  4.11140212e-02 
 1.74975314e-01  8.98158010e-01  4.11343842e-02 
 1.75075314e-01  8.08950690e-01  4.11547513e-02 
 1.75143128e-01  8.43404965e-01  4.11685604e-02 
 1.75201741e-01  8.97412060e-01  4.11804948e-02 
 1.75263151e-01  9.40702660e-01  4.11930024e-02 
 1.75308324e-01  9.48472993e-01  4.12021958e-02 
 1.75377204e-01  9.28037246e-01  4.12162112e-02 
 1.75442581e-01  9.18530230e-01  4.12295258e-02 
 1.75528766e-01  8.75084307e-01  4.12470678e-02 
 1.75600266e-01  7.96697640e-01  4.12616187e-02 
 1.75647269e-01  9.34225879e-01  4.12711875e-02 
 1.75693901e-01  1.07187667e+00  4.12806799e-02 
 1.75713973e-01  8.23799346e-01  4.12847644e-02 
 1.75734137e-01  9.34203851e-01  4.12888653e-02 
 1.75756201e-01  9.91817429e-01  4.12933566e-02 
 1.75780334e-01  1.12827665e+00  4.12982684e-02 
 1.75796245e-01  9.53953205e-01  4.13015065e-02 
 1.75811761e-01  9.04729631e-01  4.13046666e-02 
 1.75839325e-01  8.85832319e-01  4.13102756e-02 
 1.75864381e-01  9.09805335e-01  4.13153703e-02 
 1.75890526e-01  9.27356680e-01  4.13206898e-02 
 1.75942817e-01  9.90809921e-01  4.13313263e-02 
 1.75993661e-01  1.02797613e+00  4.13416735e-02 
 1.76070057e-01  1.00381528e+00  4.13572186e-02 
 1.76143357e-01  8.91089761e-01  4.13721231e-02 
 1.76216683e-01  7.33909430e-01  4.13870380e-02 
 1.76246992e-01  1.01091892e+00  4.13932008e-02 
 1.76275936e-01  1.03567067e+00  4.13990881e-02 
 1.76295412e-01  9.91775089e-01  4.14030484e-02 
 1.76317378e-01  8.96323322e-01  4.14075151e-02 
 1.76336286e-01  9.62549925e-01  4.14113611e-02 
 1.76356467e-01  9.72569333e-01  4.14154649e-02 
 1.76385407e-01  9.99623880e-01  4.14213497e-02 
 1.76409055e-01  8.78195801e-01  4.14261592e-02 
 1.76430853e-01  1.00988232e+00  4.14305938e-02 
 1.76452058e-01  1.01697353e+00  4.14349061e-02 
 1.76485717e-01  1.07567531e+00  4.14417515e-02 
 1.76513390e-01  9.70281597e-01  4.14473758e-02 
 1.76542975e-01  1.05746563e+00  4.14533936e-02 
 1.76567768e-01  8.97597540e-01  4.14584378e-02 
 1.76597084e-01  9.04079935e-01  4.14643977e-02 
 1.76619064e-01  1.04520668e+00  4.14688677e-02 
 1.76639663e-01  7.90717264e-01  4.14730557e-02 
 1.76659211e-01  9.51666875e-01  4.14770296e-02 
 1.76680053e-01  8.83516054e-01  4.14812659e-02 
 1.76702288e-01  9.61360440e-01  4.14857857e-02 
 1.76733173e-01  1.00757929e+00  4.14920620e-02 
 1.76771620e-01  1.04272259e+00  4.14998781e-02 
 1.76800902e-01  9.58572562e-01  4.15058387e-02 
 1.76831577e-01  9.79154370e-01  4.15120757e-02 
 1.76890538e-01  9.64477112e-01  4.15240564e-02 
 1.76948404e-01  1.02076254e+00  4.15358215e-02 
 1.77029057e-01  1.03563382e+00  4.15522119e-02 
 1.77129057e-01  1.06844629e+00  4.15725447e-02 
 1.77208233e-01  8.97514001e-01  4.15886406e-02 
 1.77280888e-01  1.02173780e+00  4.16034043e-02 
 1.77360250e-01  9.08095678e-01  4.16195335e-02 
 1.77460250e-01  1.04254045e+00  4.16398463e-02 
 1.77560250e-01  9.74766632e-01  4.16601620e-02 
 1.77660250e-01  1.06291818e+00  4.16804804e-02 
 1.77760250e-01  1.01795954e+00  4.17007968e-02 
 1.77860250e-01  1.04046567e+00  4.17211088e-02 
 1.77960250e-01  1.05633906e+00  4.17414163e-02 
 1.78060250e-01  9.62233462e-01  4.17617279e-02 
 1.78155079e-01  9.71158062e-01  4.17809824e-02 
 1.78224708e-01  1.03494081e+00  4.17951200e-02 
 1.78295259e-01  9.39085601e-01  4.18094452e-02 
