 time            v(vin)          v(vmem)        
 3.99801959e-01  1.00095375e+00  8.23089998e-02 
 3.99820582e-01  1.04475488e+00  8.23121103e-02 
 3.99837952e-01  1.07495045e+00  8.23150107e-02 
 3.99872694e-01  1.09506882e+00  8.23208144e-02 
 3.99909914e-01  1.15481776e+00  8.23270260e-02 
 3.99984355e-01  1.18057866e+00  8.23394532e-02 
 4.00036998e-01  1.14705626e+00  8.23482472e-02 
 4.00081430e-01  9.95965616e-01  8.23556690e-02 
 4.00124976e-01  1.03457897e+00  8.23629345e-02 
 4.00180058e-01  8.87984232e-01  8.23721279e-02 
 4.00217212e-01  1.09554448e+00  8.23783364e-02 
 4.00252650e-01  1.08334544e+00  8.23842512e-02 
 4.00287509e-01  1.18701278e+00  8.23900661e-02 
 4.00316462e-01  1.05587900e+00  8.23948963e-02 
 4.00345567e-01  1.02877055e+00  8.23997528e-02 
 4.00371670e-01  1.08731467e+00  8.24041090e-02 
 4.00395348e-01  9.53853507e-01  8.24080579e-02 
 4.00421649e-01  1.07138959e+00  8.24124483e-02 
 4.00441124e-01  1.24507435e+00  8.24157036e-02 
 4.00454048e-01  1.11797021e+00  8.24178617e-02 
 4.00468452e-01  1.03114813e+00  8.24202672e-02 
 4.00484863e-01  9.92832576e-01  8.24230098e-02 
 4.00500670e-01  9.95574851e-01  8.24256490e-02 
 4.00517519e-01  1.03827281e+00  8.24284581e-02 
 4.00537539e-01  1.06785126e+00  8.24317952e-02 
 4.00561914e-01  1.30527400e+00  8.24358624e-02 
 4.00575451e-01  1.08094981e+00  8.24381208e-02 
 4.00589180e-01  1.12688163e+00  8.24404119e-02 
 4.00603970e-01  1.19951145e+00  8.24428802e-02 
 4.00614002e-01  1.02172715e+00  8.24445532e-02 
 4.00625238e-01  9.52711392e-01  8.24464278e-02 
 4.00634062e-01  1.01551850e+00  8.24479017e-02 
 4.00644360e-01  1.06525703e+00  8.24496211e-02 
 4.00658272e-01  1.08910294e+00  8.24519427e-02 
 4.00670031e-01  1.01477235e+00  8.24539045e-02 
 4.00681969e-01  9.54102010e-01  8.24558946e-02 
 4.00690497e-01  1.02397430e+00  8.24573157e-02 
 4.00700237e-01  1.09888870e+00  8.24589396e-02 
 4.00707425e-01  1.00942045e+00  8.24601383e-02 
 4.00715220e-01  9.12406835e-01  8.24614387e-02 
 4.00723938e-01  8.56726169e-01  8.24628955e-02 
 4.00732897e-01  8.65392554e-01  8.24643902e-02 
 4.00742341e-01  8.99044251e-01  8.24659652e-02 
 4.00752774e-01  1.01839526e+00  8.24677064e-02 
 4.00763204e-01  1.06535677e+00  8.24694450e-02 
 4.00771448e-01  9.73492360e-01  8.24708192e-02 
 4.00778981e-01  8.89542742e-01  8.24720759e-02 
 4.00785205e-01  9.40981727e-01  8.24731143e-02 
 4.00791225e-01  1.01359830e+00  8.24741184e-02 
 4.00799927e-01  1.11857070e+00  8.24755699e-02 
 4.00806654e-01  1.06958935e+00  8.24766926e-02 
 4.00813294e-01  1.01982853e+00  8.24778024e-02 
 4.00826064e-01  9.69183370e-01  8.24799355e-02 
 4.00840816e-01  9.70075745e-01  8.24823984e-02 
 4.00855851e-01  1.00300141e+00  8.24849070e-02 
 4.00873091e-01  9.47625305e-01  8.24877785e-02 
 4.00892234e-01  1.03351383e+00  8.24909689e-02 
 4.00910510e-01  1.06886876e+00  8.24940147e-02 
 4.00928730e-01  1.00799910e+00  8.24970535e-02 
 4.00946778e-01  1.01176993e+00  8.25000653e-02 
 4.00982875e-01  1.01877549e+00  8.25060914e-02 
 4.01015634e-01  1.13886466e+00  8.25115632e-02 
 4.01055436e-01  1.09418663e+00  8.25182016e-02 
 4.01078808e-01  9.22596149e-01  8.25220999e-02 
 4.01101705e-01  9.53884617e-01  8.25259208e-02 
 4.01122845e-01  1.00073339e+00  8.25294452e-02 
 4.01142093e-01  1.05319779e+00  8.25326549e-02 
 4.01180589e-01  1.11970295e+00  8.25390795e-02 
 4.01218365e-01  1.16883760e+00  8.25453764e-02 
 4.01272142e-01  1.13077852e+00  8.25543391e-02 
 4.01319385e-01  1.00038691e+00  8.25622164e-02 
 4.01364815e-01  1.17034405e+00  8.25697905e-02 
 4.01408905e-01  1.09872852e+00  8.25771417e-02 
 4.01441425e-01  1.04579161e+00  8.25825603e-02 
 4.01477188e-01  1.02123799e+00  8.25885209e-02 
 4.01509046e-01  1.08236026e+00  8.25938385e-02 
 4.01542541e-01  1.09826574e+00  8.25994251e-02 
 4.01570110e-01  1.00403011e+00  8.26040235e-02 
 4.01597087e-01  9.94860957e-01  8.26085221e-02 
 4.01631097e-01  9.94116303e-01  8.26141895e-02 
 4.01665245e-01  9.97569484e-01  8.26198839e-02 
 4.01717513e-01  1.03778240e+00  8.26286002e-02 
 4.01792251e-01  1.02340289e+00  8.26410614e-02 
 4.01877456e-01  1.13228183e+00  8.26552663e-02 
 4.01977456e-01  1.44683082e+00  8.26719365e-02 
 4.01989956e-01  1.51123469e+00  8.26740186e-02 
 4.02014956e-01  1.37746296e+00  8.26781843e-02 
 4.02016223e-01  1.36081292e+00  8.26783960e-02 
 4.02018757e-01  1.32751285e+00  8.26788190e-02 
 4.02019130e-01  1.32260970e+00  8.26788812e-02 
 4.02019876e-01  1.31280340e+00  8.26790056e-02 
 4.02020063e-01  1.31108595e+00  8.26790366e-02 
 4.02020436e-01  1.31053439e+00  8.26790987e-02 
 4.02020623e-01  1.31025750e+00  8.26791298e-02 
 4.02020736e-01  1.31009150e+00  8.26791485e-02 
 4.02020764e-01  1.31005000e+00  8.26791532e-02 
 4.02020820e-01  1.30996700e+00  8.26791625e-02 
 4.02020834e-01  1.30994625e+00  8.26791649e-02 
 4.02020862e-01  1.30990475e+00  8.26791696e-02 
 4.02020876e-01  1.30988392e+00  8.26791719e-02 
 4.02020904e-01  1.30984225e+00  8.26791766e-02 
 4.02020911e-01  1.30983183e+00  8.26791778e-02 
 4.02020925e-01  1.30981100e+00  8.26791802e-02 
 4.02020932e-01  1.30980054e+00  8.26791813e-02 
 4.02020947e-01  1.30977963e+00  8.26791837e-02 
 4.02020948e-01  1.30977714e+00  8.26791840e-02 
 4.02020952e-01  1.30977216e+00  8.26791845e-02 
 4.02020953e-01  1.30977091e+00  8.26791847e-02 
 4.02020954e-01  1.30976842e+00  8.26791850e-02 
 4.02020956e-01  1.30976542e+00  8.26791853e-02 
 4.02020958e-01  1.30976339e+00  8.26791855e-02 
 4.02020959e-01  1.30976134e+00  8.26791858e-02 
 4.02020960e-01  1.30975927e+00  8.26791860e-02 
 4.02020961e-01  1.30975775e+00  8.26791862e-02 
 4.02020962e-01  1.30975668e+00  8.26791863e-02 
 4.02020963e-01  1.30975518e+00  8.26791864e-02 
 4.02020964e-01  1.30975423e+00  8.26791866e-02 
 4.02020964e-01  1.30975358e+00  8.26791866e-02 
 4.02020965e-01  1.30975322e+00  8.26791867e-02 
 4.02020965e-01  1.30975289e+00  8.26791867e-02 
 4.02020965e-01  1.30975268e+00  8.26791867e-02 
 4.02020965e-01  1.30975253e+00  8.26791867e-02 
 4.02020965e-01  1.30975240e+00  8.26791868e-02 
 4.02020965e-01  1.30975228e+00  8.26791868e-02 
 4.02020965e-01  1.30975217e+00  8.26791868e-02 
 4.02020965e-01  1.30975209e+00  8.26791868e-02 
 4.02020965e-01  1.30975200e+00  8.26791868e-02 
 4.02020965e-01  1.30975191e+00  8.26791868e-02 
 4.02020965e-01  1.30975179e+00  8.26791868e-02 
 4.02020966e-01  1.30975167e+00  8.26791868e-02 
 4.02020966e-01  1.30975154e+00  8.26791869e-02 
 4.02020966e-01  1.30975141e+00  8.26791869e-02 
 4.02020966e-01  1.30975123e+00  8.26791869e-02 
 4.02020966e-01  1.30975099e+00  8.26791869e-02 
 4.02020966e-01  1.30975061e+00  8.26791870e-02 
 4.02020967e-01  1.30975023e+00  8.26791870e-02 
 4.02020967e-01  1.30974983e+00  8.26791871e-02 
 4.02020967e-01  1.30974933e+00  8.26791871e-02 
 4.02020967e-01  1.30974888e+00  8.26791872e-02 
 4.02020968e-01  1.30974797e+00  8.26791873e-02 
 4.02020969e-01  1.30974626e+00  8.26791875e-02 
 4.02020971e-01  1.30974368e+00  8.26791877e-02 
 4.02020973e-01  1.30974113e+00  8.26791880e-02 
 4.02020974e-01  1.30973848e+00  8.26791883e-02 
 4.02020977e-01  1.30973532e+00  8.26791887e-02 
 4.02020980e-01  1.30973039e+00  8.26791892e-02 
 4.02020986e-01  1.30972215e+00  8.26791902e-02 
 4.02020997e-01  1.30970567e+00  8.26791920e-02 
 4.02021008e-01  1.30968897e+00  8.26791939e-02 
 4.02021019e-01  1.30967314e+00  8.26791957e-02 
 4.02021027e-01  1.30966102e+00  8.26791971e-02 
 4.02021036e-01  1.30964789e+00  8.26791986e-02 
 4.02021042e-01  1.30963812e+00  8.26791997e-02 
 4.02021050e-01  1.30962746e+00  8.26792009e-02 
 4.02021054e-01  1.30962024e+00  8.26792017e-02 
 4.02021060e-01  1.30961236e+00  8.26792026e-02 
 4.02021065e-01  1.30960410e+00  8.26792035e-02 
 4.02021071e-01  1.30959522e+00  8.26792045e-02 
 4.02021083e-01  1.30957850e+00  8.26792064e-02 
 4.02021098e-01  1.30955523e+00  8.26792090e-02 
 4.02021123e-01  1.30951842e+00  8.26792131e-02 
 4.02021164e-01  1.30945808e+00  8.26792199e-02 
 4.02021226e-01  1.30936682e+00  8.26792302e-02 
 4.02021328e-01  1.30921659e+00  8.26792471e-02 
 4.02021484e-01  1.30898478e+00  8.26792733e-02 
 4.02021706e-01  1.30865706e+00  8.26793102e-02 
 4.02022054e-01  1.30814293e+00  8.26793682e-02 
 4.02022686e-01  1.30720841e+00  8.26794734e-02 
 4.02023607e-01  1.30584742e+00  8.26796267e-02 
 4.02025217e-01  1.30346666e+00  8.26798947e-02 
 4.02027781e-01  1.29967622e+00  8.26803218e-02 
 4.02032899e-01  1.29211058e+00  8.26811752e-02 
 4.02043135e-01  1.30294159e+00  8.26828824e-02 
 4.02063607e-01  1.40949240e+00  8.26862946e-02 
 4.02088575e-01  1.29552167e+00  8.26904512e-02 
 4.02117107e-01  1.10568678e+00  8.26952058e-02 
 4.02164522e-01  1.04019656e+00  8.27031123e-02 
 4.02196715e-01  1.13696046e+00  8.27084774e-02 
 4.02227104e-01  1.05951373e+00  8.27135377e-02 
 4.02262731e-01  1.02458969e+00  8.27194689e-02 
 4.02296914e-01  9.28381996e-01  8.27251635e-02 
 4.02298116e-01  9.21571192e-01  8.27253641e-02 
 4.02300520e-01  9.15067084e-01  8.27257647e-02 
 4.02301727e-01  9.24742435e-01  8.27259660e-02 
 4.02303015e-01  9.35063730e-01  8.27261809e-02 
 4.02303677e-01  9.40371456e-01  8.27262913e-02 
 4.02304072e-01  9.43538468e-01  8.27263571e-02 
 4.02304302e-01  9.45376094e-01  8.27263954e-02 
 4.02304442e-01  9.46499221e-01  8.27264187e-02 
 4.02304608e-01  9.47831762e-01  8.27264465e-02 
 4.02304770e-01  9.49129541e-01  8.27264735e-02 
 4.02304816e-01  9.49498413e-01  8.27264811e-02 
 4.02304837e-01  9.49663779e-01  8.27264846e-02 
 4.02304837e-01  9.49669126e-01  8.27264847e-02 
 4.02304839e-01  9.49679821e-01  8.27264849e-02 
 4.02304841e-01  9.49701210e-01  8.27264854e-02 
 4.02304844e-01  9.49726567e-01  8.27264859e-02 
 4.02304848e-01  9.49758608e-01  8.27264866e-02 
 4.02304853e-01  9.49795484e-01  8.27264873e-02 
 4.02304858e-01  9.49833302e-01  8.27264881e-02 
 4.02304864e-01  9.49880763e-01  8.27264891e-02 
 4.02304866e-01  9.49900823e-01  8.27264895e-02 
 4.02304868e-01  9.49914355e-01  8.27264898e-02 
 4.02304869e-01  9.49926293e-01  8.27264900e-02 
 4.02304870e-01  9.49935082e-01  8.27264902e-02 
 4.02304872e-01  9.49943897e-01  8.27264904e-02 
 4.02304872e-01  9.49951633e-01  8.27264906e-02 
 4.02304873e-01  9.49958500e-01  8.27264907e-02 
 4.02304874e-01  9.49966600e-01  8.27264909e-02 
 4.02304875e-01  9.49972029e-01  8.27264910e-02 
 4.02304876e-01  9.49978112e-01  8.27264911e-02 
 4.02304877e-01  9.49989134e-01  8.27264913e-02 
 4.02304879e-01  9.50005357e-01  8.27264917e-02 
 4.02304881e-01  9.50021783e-01  8.27264920e-02 
 4.02304884e-01  9.50042820e-01  8.27264925e-02 
 4.02304886e-01  9.50061779e-01  8.27264929e-02 
 4.02304890e-01  9.50090511e-01  8.27264934e-02 
 4.02304894e-01  9.50125054e-01  8.27264942e-02 
 4.02304903e-01  9.50192872e-01  8.27264956e-02 
 4.02304914e-01  9.50286127e-01  8.27264975e-02 
 4.02304927e-01  9.50389242e-01  8.27264997e-02 
 4.02304940e-01  9.50490151e-01  8.27265018e-02 
 4.02304952e-01  9.50588593e-01  8.27265038e-02 
 4.02304965e-01  9.50694093e-01  8.27265060e-02 
 4.02304977e-01  9.50792038e-01  8.27265081e-02 
 4.02304990e-01  9.50891944e-01  8.27265101e-02 
 4.02305002e-01  9.50987548e-01  8.27265121e-02 
 4.02305014e-01  9.51085722e-01  8.27265142e-02 
 4.02305026e-01  9.51181336e-01  8.27265162e-02 
 4.02305038e-01  9.51278751e-01  8.27265182e-02 
 4.02305050e-01  9.51374315e-01  8.27265202e-02 
 4.02305062e-01  9.51471201e-01  8.27265222e-02 
 4.02305074e-01  9.51566826e-01  8.27265242e-02 
 4.02305086e-01  9.51663439e-01  8.27265262e-02 
 4.02305098e-01  9.51759890e-01  8.27265282e-02 
 4.02305113e-01  9.51877541e-01  8.27265307e-02 
 4.02305129e-01  9.52006671e-01  8.27265334e-02 
 4.02305149e-01  9.52164245e-01  8.27265366e-02 
 4.02305171e-01  9.52342911e-01  8.27265404e-02 
 4.02305199e-01  9.52569533e-01  8.27265451e-02 
 4.02305234e-01  9.52846284e-01  8.27265508e-02 
 4.02305281e-01  9.53227298e-01  8.27265587e-02 
 4.02305347e-01  9.53755996e-01  8.27265698e-02 
 4.02305456e-01  9.54630678e-01  8.27265879e-02 
 4.02305662e-01  9.56278197e-01  8.27266222e-02 
 4.02306073e-01  9.59573237e-01  8.27266907e-02 
 4.02306895e-01  9.66163315e-01  8.27268279e-02 
 4.02308539e-01  9.79343473e-01  8.27271019e-02 
 4.02311434e-01  1.00254669e+00  8.27275846e-02 
 4.02316495e-01  1.04311113e+00  8.27284289e-02 
 4.02326617e-01  1.05598767e+00  8.27301155e-02 
 4.02341042e-01  1.03242901e+00  8.27325203e-02 
 4.02363580e-01  1.09336833e+00  8.27362752e-02 
 4.02380025e-01  7.71180681e-01  8.27390150e-02 
 4.02393672e-01  9.87054178e-01  8.27412908e-02 
 4.02408429e-01  1.11432865e+00  8.27437472e-02 
 4.02423267e-01  1.12719483e+00  8.27462145e-02 
 4.02436431e-01  1.02878873e+00  8.27484088e-02 
 4.02449939e-01  9.94098422e-01  8.27506631e-02 
 4.02461948e-01  9.97078965e-01  8.27526616e-02 
 4.02475287e-01  1.07299199e+00  8.27548806e-02 
 4.02489864e-01  1.06379271e+00  8.27573110e-02 
 4.02506161e-01  1.01692604e+00  8.27600255e-02 
 4.02523111e-01  1.01951836e+00  8.27628482e-02 
 4.02536965e-01  1.12955736e+00  8.27651582e-02 
 4.02551151e-01  1.16194141e+00  8.27675226e-02 
 4.02573777e-01  1.21272501e+00  8.27712889e-02 
 4.02589181e-01  1.09153439e+00  8.27738535e-02 
 4.02606356e-01  9.21681015e-01  8.27767144e-02 
 4.02623061e-01  9.05227035e-01  8.27794972e-02 
 4.02639510e-01  8.57204641e-01  8.27822404e-02 
 4.02657147e-01  9.75453656e-01  8.27851779e-02 
 4.02674667e-01  9.33705328e-01  8.27880933e-02 
 4.02688713e-01  1.02044041e+00  8.27904322e-02 
 4.02705172e-01  1.11379880e+00  8.27931747e-02 
 4.02716082e-01  1.01247480e+00  8.27949944e-02 
 4.02726484e-01  9.65394554e-01  8.27967271e-02 
 4.02739170e-01  9.44470691e-01  8.27988366e-02 
 4.02752744e-01  9.60082610e-01  8.28010963e-02 
 4.02767032e-01  9.80211634e-01  8.28034795e-02 
 4.02785555e-01  1.06164521e+00  8.28065664e-02 
 4.02803311e-01  1.18176254e+00  8.28095224e-02 
 4.02813514e-01  1.05387392e+00  8.28112202e-02 
 4.02824190e-01  9.76938803e-01  8.28129965e-02 
 4.02837573e-01  9.90840264e-01  8.28152273e-02 
 4.02850813e-01  9.84340982e-01  8.28174354e-02 
 4.02868751e-01  9.67784464e-01  8.28204193e-02 
 4.02900806e-01  9.76767844e-01  8.28257547e-02 
 4.02937342e-01  8.50527778e-01  8.28318437e-02 
 4.02972697e-01  9.50262251e-01  8.28377338e-02 
 4.03007262e-01  9.26748096e-01  8.28434933e-02 
 4.03076391e-01  9.71823399e-01  8.28550023e-02 
 4.03142750e-01  9.82210539e-01  8.28660536e-02 
 4.03242750e-01  1.00095847e+00  8.28827053e-02 
 4.03342750e-01  9.92975246e-01  8.28993561e-02 
 4.03442750e-01  1.02812152e+00  8.29160111e-02 
 4.03530252e-01  9.34983637e-01  8.29305811e-02 
 4.03627842e-01  1.01306963e+00  8.29468250e-02 
 4.03727842e-01  8.96750877e-01  8.29634654e-02 
 4.03827842e-01  9.40375529e-01  8.29801084e-02 
 4.03907051e-01  9.60088666e-01  8.29932865e-02 
 4.03989033e-01  9.48749139e-01  8.30069322e-02 
 4.04089033e-01  9.56791283e-01  8.30235714e-02 
 4.04189033e-01  1.09689226e+00  8.30402103e-02 
 4.04269172e-01  9.54688250e-01  8.30535503e-02 
 4.04350103e-01  9.97194817e-01  8.30670112e-02 
 4.04450103e-01  9.49092867e-01  8.30836466e-02 
 4.04534633e-01  8.12431158e-01  8.30977125e-02 
 4.04599577e-01  8.75207056e-01  8.31085117e-02 
 4.04642816e-01  9.56178512e-01  8.31156996e-02 
 4.04683538e-01  9.71198044e-01  8.31224696e-02 
 4.04720344e-01  9.42035080e-01  8.31285912e-02 
 4.04760607e-01  8.56471283e-01  8.31352915e-02 
 4.04797435e-01  8.67953221e-01  8.31414152e-02 
 4.04820649e-01  1.05295602e+00  8.31452743e-02 
 4.04842739e-01  1.16400556e+00  8.31489466e-02 
 4.04855155e-01  1.00283539e+00  8.31510102e-02 
 4.04867811e-01  9.79818633e-01  8.31531132e-02 
 4.04882887e-01  9.97765349e-01  8.31556148e-02 
 4.04892606e-01  8.48644780e-01  8.31572312e-02 
 4.04901577e-01  7.45743861e-01  8.31587257e-02 
 4.04907937e-01  7.88277321e-01  8.31597824e-02 
 4.04914483e-01  8.32057850e-01  8.31608709e-02 
 4.04927576e-01  8.68476351e-01  8.31630478e-02 
 4.04939383e-01  8.67731926e-01  8.31650100e-02 
 4.04962996e-01  9.20896041e-01  8.31689368e-02 
 4.04991557e-01  9.18400554e-01  8.31736881e-02 
 4.05022132e-01  9.70360425e-01  8.31787711e-02 
 4.05083282e-01  1.00919500e+00  8.31889326e-02 
 4.05120244e-01  9.70773184e-01  8.31950749e-02 
 4.05163100e-01  9.19210008e-01  8.32021962e-02 
 4.05209457e-01  9.05874521e-01  8.32099051e-02 
 4.05280913e-01  7.91272267e-01  8.32217783e-02 
 4.05343002e-01  8.07255770e-01  8.32320953e-02 
 4.05384332e-01  8.62324799e-01  8.32389641e-02 
 4.05430093e-01  8.50269089e-01  8.32465693e-02 
 4.05514072e-01  9.89897909e-01  8.32605246e-02 
 4.05614072e-01  9.51882332e-01  8.32771448e-02 
 4.05676289e-01  1.00097126e+00  8.32874870e-02 
 4.05741133e-01  8.99574405e-01  8.32982559e-02 
 4.05820973e-01  8.28727251e-01  8.33115198e-02 
 4.05876529e-01  8.67943694e-01  8.33207484e-02 
 4.05930118e-01  9.09557608e-01  8.33296496e-02 
 4.05983662e-01  8.71710011e-01  8.33385473e-02 
 4.06034031e-01  9.52538924e-01  8.33469114e-02 
 4.06112158e-01  9.30971417e-01  8.33598820e-02 
 4.06171041e-01  9.19924668e-01  8.33696589e-02 
 4.06240880e-01  9.83247353e-01  8.33812518e-02 
 4.06294178e-01  1.00555876e+00  8.33901022e-02 
 4.06345403e-01  9.14198985e-01  8.33986109e-02 
 4.06393461e-01  8.34934967e-01  8.34065876e-02 
 4.06428838e-01  7.79432380e-01  8.34124542e-02 
 4.06450265e-01  9.55968008e-01  8.34160108e-02 
 4.06470768e-01  1.02318805e+00  8.34194179e-02 
 4.06487230e-01  9.52586330e-01  8.34221520e-02 
 4.06504711e-01  9.28857649e-01  8.34250520e-02 
 4.06539673e-01  8.92975466e-01  8.34308546e-02 
 4.06570934e-01  9.14588293e-01  8.34360464e-02 
 4.06603881e-01  9.21797492e-01  8.34415148e-02 
 4.06631894e-01  8.19419917e-01  8.34461672e-02 
 4.06659237e-01  8.59293515e-01  8.34507083e-02 
 4.06677508e-01  9.40348186e-01  8.34537407e-02 
 4.06695780e-01  9.30101687e-01  8.34567744e-02 
 4.06723727e-01  9.90527064e-01  8.34614138e-02 
 4.06750450e-01  9.17672677e-01  8.34658486e-02 
 4.06776232e-01  9.30625750e-01  8.34701251e-02 
 4.06807935e-01  9.85842506e-01  8.34753834e-02 
 4.06837583e-01  9.25586963e-01  8.34803076e-02 
 4.06862738e-01  8.72473454e-01  8.34844853e-02 
 4.06892407e-01  8.02180125e-01  8.34894030e-02 
 4.06914226e-01  8.59588759e-01  8.34930215e-02 
 4.06931902e-01  9.40588675e-01  8.34959571e-02 
 4.06944830e-01  9.12081710e-01  8.34981049e-02 
 4.06955190e-01  7.51063700e-01  8.34998252e-02 
 4.06966242e-01  7.72880978e-01  8.35016609e-02 
 4.06974408e-01  8.99239539e-01  8.35030167e-02 
 4.06983728e-01  9.89118964e-01  8.35045624e-02 
 4.06994137e-01  9.98504301e-01  8.35062909e-02 
 4.07005202e-01  9.17685010e-01  8.35081262e-02 
 4.07015630e-01  7.45096041e-01  8.35098559e-02 
 4.07026431e-01  6.98135850e-01  8.35116489e-02 
 4.07036165e-01  7.36539290e-01  8.35132640e-02 
 4.07046489e-01  8.04666946e-01  8.35149780e-02 
 4.07067136e-01  9.16174632e-01  8.35184028e-02 
 4.07087295e-01  9.15627902e-01  8.35217488e-02 
 4.07107736e-01  9.35830213e-01  8.35251442e-02 
 4.07131266e-01  8.78520547e-01  8.35290487e-02 
 4.07155677e-01  8.92231211e-01  8.35330973e-02 
 4.07198609e-01  8.04098832e-01  8.35402202e-02 
 4.07219170e-01  9.82554950e-01  8.35436329e-02 
 4.07239113e-01  1.17318582e+00  8.35469436e-02 
 4.07251224e-01  9.85150046e-01  8.35489552e-02 
 4.07263802e-01  8.46977067e-01  8.35510434e-02 
 4.07275363e-01  8.94001071e-01  8.35529601e-02 
 4.07289700e-01  9.58279129e-01  8.35553385e-02 
 4.07303033e-01  1.00069589e+00  8.35575526e-02 
 4.07317829e-01  9.72366228e-01  8.35600080e-02 
 4.07333218e-01  1.00216963e+00  8.35625590e-02 
 4.07344691e-01  9.48391141e-01  8.35644620e-02 
 4.07356483e-01  7.69388913e-01  8.35664189e-02 
 4.07368788e-01  7.42072607e-01  8.35684585e-02 
 4.07380502e-01  7.76148813e-01  8.35704012e-02 
 4.07392951e-01  7.96099496e-01  8.35724684e-02 
 4.07409224e-01  8.65842223e-01  8.35751687e-02 
 4.07427901e-01  9.22018951e-01  8.35782644e-02 
 4.07454178e-01  9.99176787e-01  8.35826250e-02 
 4.07480741e-01  9.99415541e-01  8.35870310e-02 
 4.07508589e-01  9.25920079e-01  8.35916504e-02 
 4.07536965e-01  8.34638348e-01  8.35963622e-02 
 4.07555274e-01  9.23943032e-01  8.35993971e-02 
 4.07575855e-01  9.15312492e-01  8.36028071e-02 
 4.07609335e-01  9.57337853e-01  8.36083598e-02 
 4.07642199e-01  9.15746392e-01  8.36138134e-02 
 4.07679501e-01  9.00344076e-01  8.36200050e-02 
 4.07716322e-01  9.52950874e-01  8.36261146e-02 
 4.07752848e-01  9.15172426e-01  8.36321675e-02 
 4.07819282e-01  9.39461625e-01  8.36431816e-02 
 4.07891520e-01  8.55621486e-01  8.36551670e-02 
 4.07953453e-01  1.00409642e+00  8.36654342e-02 
 4.08012201e-01  1.00260156e+00  8.36751801e-02 
 4.08049185e-01  9.47571556e-01  8.36813158e-02 
 4.08088211e-01  8.87997534e-01  8.36877810e-02 
 4.08113740e-01  9.89895137e-01  8.36920137e-02 
 4.08143420e-01  9.26439662e-01  8.36969370e-02 
 4.08197971e-01  1.00419338e+00  8.37059859e-02 
 4.08268943e-01  9.43869071e-01  8.37177517e-02 
 4.08335702e-01  9.15670108e-01  8.37288146e-02 
 4.08405571e-01  9.12762085e-01  8.37403961e-02 
 4.08471414e-01  9.35778951e-01  8.37513115e-02 
 4.08556119e-01  9.87160755e-01  8.37653572e-02 
 4.08628163e-01  9.80957532e-01  8.37772965e-02 
 4.08692867e-01  8.63386267e-01  8.37880200e-02 
 4.08745107e-01  9.69118613e-01  8.37966754e-02 
 4.08801067e-01  8.27105456e-01  8.38059486e-02 
 4.08872563e-01  9.80520774e-01  8.38177936e-02 
 4.08944645e-01  8.07391622e-01  8.38297334e-02 
 4.09033975e-01  9.65134301e-01  8.38445375e-02 
 4.09133975e-01  8.86072379e-01  8.38611027e-02 
 4.09233975e-01  9.09568632e-01  8.38776625e-02 
 4.09314082e-01  1.01751791e+00  8.38909288e-02 
 4.09391780e-01  9.02660973e-01  8.39038000e-02 
 4.09468347e-01  9.62667013e-01  8.39164829e-02 
 4.09568347e-01  8.96775946e-01  8.39330400e-02 
 4.09668347e-01  9.06662646e-01  8.39495969e-02 
 4.09744759e-01  9.85102658e-01  8.39622492e-02 
 4.09826378e-01  9.02274113e-01  8.39757688e-02 
 4.09910904e-01  1.05957845e+00  8.39897664e-02 
 4.10010904e-01  9.07526308e-01  8.40063142e-02 
 4.10110904e-01  1.04880358e+00  8.40228670e-02 
 4.10210904e-01  8.44793275e-01  8.40394106e-02 
 4.10310904e-01  9.43556208e-01  8.40559609e-02 
 4.10410904e-01  9.02302427e-01  8.40725099e-02 
 4.10509172e-01  1.03589641e+00  8.40887702e-02 
 4.10609172e-01  9.93359732e-01  8.41053167e-02 
 4.10696125e-01  9.94310463e-01  8.41197012e-02 
 4.10794931e-01  1.01694104e+00  8.41360518e-02 
 4.10894931e-01  9.68552902e-01  8.41525895e-02 
 4.10994931e-01  1.07434795e+00  8.41691284e-02 
 4.11094931e-01  1.13263122e+00  8.41856674e-02 
 4.11163512e-01  9.59342046e-01  8.41970045e-02 
 4.11225358e-01  9.28909759e-01  8.42072343e-02 
 4.11285854e-01  8.34568497e-01  8.42172442e-02 
 4.11340694e-01  9.51850429e-01  8.42263141e-02 
 4.11399789e-01  8.60285889e-01  8.42360849e-02 
 4.11473524e-01  8.87753240e-01  8.42482684e-02 
 4.11532963e-01  9.61717031e-01  8.42580940e-02 
 4.11592082e-01  9.99282161e-01  8.42678751e-02 
 4.11668297e-01  1.07856978e+00  8.42804729e-02 
 4.11724234e-01  9.79433603e-01  8.42897163e-02 
 4.11792561e-01  9.47679692e-01  8.43010100e-02 
 4.11846687e-01  1.01132032e+00  8.43099555e-02 
 4.11903467e-01  1.12010288e+00  8.43193366e-02 
 4.11973407e-01  1.11775159e+00  8.43308906e-02 
 4.12021572e-01  9.06699968e-01  8.43388499e-02 
 4.12066054e-01  9.46511804e-01  8.43462017e-02 
 4.12094829e-01  1.02046892e+00  8.43509581e-02 
 4.12122490e-01  1.05034156e+00  8.43555297e-02 
 4.12147708e-01  9.89794660e-01  8.43596986e-02 
 4.12173389e-01  9.94330582e-01  8.43639426e-02 
 4.12205790e-01  9.74365571e-01  8.43692950e-02 
 4.12243516e-01  9.87298814e-01  8.43755259e-02 
 4.12305378e-01  9.57028587e-01  8.43857479e-02 
