 time            v(vin)          v(vdata)       
 2.76158404e-01  8.73214445e-01  2.07285374e+00 
 2.76179841e-01  9.16884090e-01  2.06496665e+00 
 2.76202442e-01  1.05084081e+00  2.06293375e+00 
 2.76218280e-01  9.38882757e-01  2.06702667e+00 
 2.76235067e-01  8.26212293e-01  2.07056139e+00 
 2.76249676e-01  8.83457046e-01  2.06960733e+00 
 2.76263854e-01  9.91494663e-01  2.06782978e+00 
 2.76278362e-01  1.03610100e+00  2.06968799e+00 
 2.76292737e-01  9.74274950e-01  2.07540908e+00 
 2.76310087e-01  9.68382271e-01  2.08295103e+00 
 2.76344786e-01  1.00309153e+00  2.09530987e+00 
 2.76380403e-01  9.86427955e-01  2.10521226e+00 
 2.76431787e-01  9.53866938e-01  2.10794780e+00 
 2.76492613e-01  1.02094292e+00  2.10336862e+00 
 2.76553502e-01  9.85030970e-01  2.10472478e+00 
 2.76603400e-01  1.03497444e+00  2.10685290e+00 
 2.76703197e-01  9.83825850e-01  2.10310733e+00 
 2.76803197e-01  9.67300101e-01  2.07953836e+00 
 2.76903197e-01  9.94067448e-01  2.06218295e+00 
 2.77003197e-01  9.94671621e-01  2.07000862e+00 
 2.77103197e-01  8.86578896e-01  2.05481849e+00 
 2.77203197e-01  1.02855396e+00  2.04375260e+00 
 2.77294821e-01  9.01645321e-01  2.06147401e+00 
 2.77394821e-01  1.03717787e+00  2.07374541e+00 
 2.77494821e-01  9.64406700e-01  2.08901816e+00 
 2.77594821e-01  9.27867392e-01  2.07609847e+00 
 2.77685315e-01  9.69399243e-01  2.05447289e+00 
 2.77779850e-01  9.34668881e-01  2.06079360e+00 
 2.77879850e-01  1.00418923e+00  2.07579093e+00 
 2.77979850e-01  9.80131432e-01  2.09360183e+00 
 2.78079850e-01  8.85077555e-01  2.07594917e+00 
 2.78171956e-01  1.02265921e+00  2.06052449e+00 
 2.78256997e-01  1.02452324e+00  2.09582920e+00 
 2.78356997e-01  1.04851443e+00  2.12843304e+00 
 2.78451275e-01  1.00937908e+00  2.11841747e+00 
 2.78551275e-01  9.78563037e-01  2.08623833e+00 
 2.78651275e-01  1.02996213e+00  2.06964986e+00 
 2.78751275e-01  1.07188612e+00  2.09232211e+00 
 2.78851275e-01  1.08207437e+00  2.11506769e+00 
 2.78951275e-01  1.01585847e+00  2.10008383e+00 
 2.79051275e-01  9.68897528e-01  2.05559159e+00 
 2.79131363e-01  1.07779660e+00  2.04596183e+00 
 2.79210189e-01  1.03360611e+00  2.07143827e+00 
 2.79310189e-01  1.11017532e+00  2.09529686e+00 
 2.79410189e-01  9.54628816e-01  2.08415140e+00 
 2.79510189e-01  1.13901918e+00  2.07190254e+00 
 2.79610189e-01  1.06509641e+00  2.09553527e+00 
 2.79695219e-01  1.05140572e+00  2.09439353e+00 
 2.79778810e-01  1.00816898e+00  2.06200288e+00 
 2.79878810e-01  9.83708708e-01  2.03261885e+00 
 2.79978810e-01  1.05140130e+00  2.03882814e+00 
 2.80078777e-01  8.89555359e-01  2.04536363e+00 
 2.80177431e-01  1.19568319e+00  2.05888161e+00 
 2.80266414e-01  1.14622724e+00  2.12825043e+00 
 2.80326031e-01  1.07164190e+00  2.15916604e+00 
 2.80388677e-01  1.08912698e+00  2.14487021e+00 
 2.80478325e-01  1.11711700e+00  2.11866057e+00 
 2.80576742e-01  1.13220256e+00  2.11424879e+00 
 2.80676742e-01  1.06621336e+00  2.09940240e+00 
 2.80776742e-01  1.03627255e+00  2.05992908e+00 
 2.80843733e-01  1.13481199e+00  2.05280251e+00 
 2.80917756e-01  1.03668155e+00  2.06768028e+00 
 2.81011462e-01  1.05957169e+00  2.06181021e+00 
 2.81094536e-01  1.13635874e+00  2.06692301e+00 
 2.81170719e-01  1.02934933e+00  2.08219655e+00 
 2.81251027e-01  1.17817470e+00  2.08712427e+00 
 2.81351027e-01  1.01645261e+00  2.09405906e+00 
 2.81451027e-01  1.04387794e+00  2.06730114e+00 
 2.81551027e-01  1.04534568e+00  2.04543299e+00 
 2.81643524e-01  1.15007066e+00  2.07573530e+00 
 2.81743524e-01  1.13825729e+00  2.11994165e+00 
 2.81843524e-01  1.22460671e+00  2.14327569e+00 
 2.81943524e-01  1.41999245e+00  2.19786194e+00 
 2.81989014e-01  1.61855839e+00  2.24302411e+00 
 2.82004567e-01  1.59438142e+00  2.21891471e+00 
 2.82012872e-01  1.60067890e+00  2.23574640e+00 
 2.82016310e-01  1.60328514e+00  2.24277973e+00 
 2.82019820e-01  1.60594689e+00  2.24987418e+00 
 2.82023643e-01  1.58184291e+00  2.25766530e+00 
 2.82030247e-01  1.53789094e+00  2.27084981e+00 
 2.82037058e-01  1.49257214e+00  2.28408553e+00 
 2.82047312e-01  1.49295916e+00  2.30239563e+00 
 2.82061066e-01  1.51522275e+00  2.32323479e+00 
 2.82081665e-01  1.29030925e+00  2.34336337e+00 
 2.82109756e-01  1.21694381e+00  2.34572683e+00 
 2.82139374e-01  1.12060963e+00  2.32415973e+00 
 2.82168489e-01  1.14075378e+00  2.29129275e+00 
 2.82212756e-01  1.15883682e+00  2.23266803e+00 
 2.82255426e-01  1.08112108e+00  2.17338717e+00 
 2.82311181e-01  1.10614527e+00  2.10537288e+00 
 2.82325698e-01  1.09272348e+00  2.15161320e+00 
 2.82331340e-01  1.12901477e+00  2.14365334e+00 
 2.82334805e-01  1.15130419e+00  2.13876225e+00 
 2.82338153e-01  1.17284473e+00  2.13412406e+00 
 2.82341756e-01  1.16639131e+00  2.12922080e+00 
 2.82345148e-01  1.13098084e+00  2.12472106e+00 
 2.82348581e-01  1.09514147e+00  2.12024248e+00 
 2.82351999e-01  1.05945194e+00  2.11584560e+00 
 2.82355353e-01  1.02443151e+00  2.11153734e+00 
 2.82358693e-01  9.89562962e-01  2.10725000e+00 
 2.82361980e-01  9.87190879e-01  2.10299813e+00 
 2.82365214e-01  1.00559510e+00  2.09880166e+00 
 2.82368387e-01  1.02365535e+00  2.09465945e+00 
 2.82371485e-01  1.04128486e+00  2.09062691e+00 
 2.82374494e-01  1.05840993e+00  2.08671816e+00 
 2.82377401e-01  1.07495146e+00  2.08298771e+00 
 2.82380184e-01  1.08916151e+00  2.07945765e+00 
 2.82382826e-01  1.08076426e+00  2.07617501e+00 
 2.82385304e-01  1.07289143e+00  2.07314420e+00 
 2.82387596e-01  1.06560800e+00  2.07039465e+00 
 2.82389447e-01  1.05972468e+00  2.06819389e+00 
 2.82390898e-01  1.05511347e+00  2.06649395e+00 
 2.82391795e-01  1.05226319e+00  2.06544234e+00 
 2.82392343e-01  1.05052268e+00  2.06481008e+00 
 2.82392684e-01  1.04944063e+00  2.06441049e+00 
 2.82392926e-01  1.04866973e+00  2.06413378e+00 
 2.82393127e-01  1.04803190e+00  2.06389739e+00 
 2.82393336e-01  1.04736713e+00  2.06365936e+00 
 2.82393541e-01  1.04671721e+00  2.06341956e+00 
 2.82393802e-01  1.04588693e+00  2.06312146e+00 
 2.82394152e-01  1.04477476e+00  2.06271505e+00 
 2.82394672e-01  1.04312103e+00  2.06211971e+00 
 2.82395543e-01  1.04035513e+00  2.06111889e+00 
 2.82397004e-01  1.03571074e+00  2.05945425e+00 
 2.82399631e-01  1.02736364e+00  2.05647624e+00 
 2.82404372e-01  1.00778104e+00  2.05116163e+00 
 2.82413035e-01  9.71300211e-01  2.04149670e+00 
 2.82430361e-01  1.05212127e+00  2.02303157e+00 
 2.82446799e-01  1.12363204e+00  2.00929227e+00 
 2.82467270e-01  1.05506663e+00  2.00013337e+00 
 2.82487633e-01  9.93445651e-01  1.99484674e+00 
 2.82510270e-01  1.01218226e+00  1.98788479e+00 
 2.82533500e-01  1.11954677e+00  1.98443881e+00 
 2.82555801e-01  1.16918494e+00  1.99193207e+00 
 2.82575908e-01  1.10439918e+00  2.00586546e+00 
 2.82596380e-01  1.06876403e+00  2.01882676e+00 
 2.82625096e-01  1.06373607e+00  2.02857367e+00 
 2.82655176e-01  1.01217890e+00  2.02947727e+00 
 2.82715337e-01  1.04343619e+00  2.02125338e+00 
 2.82771124e-01  1.06520558e+00  2.02380815e+00 
 2.82853160e-01  1.09823101e+00  2.05286164e+00 
 2.82932832e-01  1.07042196e+00  2.07647216e+00 
 2.83032832e-01  1.16869949e+00  2.09881563e+00 
 2.83132832e-01  1.01638620e+00  2.10530179e+00 
 2.83227170e-01  1.00122802e+00  2.06585026e+00 
 2.83302445e-01  1.01560452e+00  2.03737490e+00 
 2.83385708e-01  1.04811481e+00  2.04916131e+00 
 2.83485708e-01  1.08235551e+00  2.08662614e+00 
 2.83585708e-01  1.03907641e+00  2.10190058e+00 
 2.83685708e-01  1.12599331e+00  2.10535692e+00 
 2.83785708e-01  1.04718826e+00  2.11222201e+00 
 2.83885708e-01  1.19985049e+00  2.12364650e+00 
 2.83985708e-01  1.10263610e+00  2.14287896e+00 
 2.84085708e-01  1.06156935e+00  2.11624627e+00 
 2.84184140e-01  1.02744037e+00  2.06135196e+00 
 2.84284140e-01  1.13400683e+00  2.06088866e+00 
 2.84377996e-01  9.90715969e-01  2.07826197e+00 
 2.84477996e-01  9.44082000e-01  2.04104913e+00 
 2.84547954e-01  1.04064816e+00  2.02187351e+00 
 2.84612594e-01  9.89525649e-01  2.04126813e+00 
 2.84690684e-01  1.07360479e+00  2.07130668e+00 
 2.84790684e-01  1.08431714e+00  2.10981751e+00 
 2.84890684e-01  1.15754710e+00  2.14267975e+00 
 2.84990684e-01  1.08408512e+00  2.14609786e+00 
 2.85090684e-01  9.78300152e-01  2.09746900e+00 
 2.85190684e-01  9.04405120e-01  2.02037682e+00 
 2.85258103e-01  1.01450473e+00  2.00236099e+00 
 2.85326842e-01  1.06976005e+00  2.04160584e+00 
 2.85391341e-01  1.12136097e+00  2.09863954e+00 
 2.85475056e-01  1.07827519e+00  2.13855218e+00 
 2.85562282e-01  1.10812339e+00  2.13524137e+00 
 2.85662282e-01  1.10980544e+00  2.12220028e+00 
 2.85762282e-01  1.09043521e+00  2.10903372e+00 
 2.85862282e-01  1.11098048e+00  2.09330863e+00 
 2.85962282e-01  1.04866787e+00  2.07728791e+00 
 2.86062282e-01  1.04711013e+00  2.05365048e+00 
 2.86162282e-01  9.61242058e-01  2.02852600e+00 
 2.86262282e-01  9.30729703e-01  2.00188704e+00 
 2.86330041e-01  1.14713804e+00  2.02018267e+00 
 2.86391131e-01  9.87100744e-01  2.06644684e+00 
 2.86445547e-01  1.06819302e+00  2.08870657e+00 
 2.86516561e-01  1.07853492e+00  2.10392261e+00 
 2.86571144e-01  9.49992179e-01  2.10425701e+00 
 2.86621824e-01  9.79032510e-01  2.08245830e+00 
 2.86674129e-01  9.47361165e-01  2.05793744e+00 
 2.86738112e-01  8.65943780e-01  2.03106020e+00 
 2.86785280e-01  1.02099330e+00  2.02246271e+00 
 2.86828199e-01  9.83307425e-01  2.03893856e+00 
 2.86891798e-01  1.05115823e+00  2.07888200e+00 
 2.86952826e-01  1.05515425e+00  2.11242059e+00 
 2.87012320e-01  1.00761184e+00  2.12578880e+00 
 2.87087302e-01  9.02519798e-01  2.09899988e+00 
 2.87165705e-01  8.91570036e-01  2.04872446e+00 
 2.87261924e-01  8.55043436e-01  2.01460411e+00 
 2.87346139e-01  9.93128138e-01  2.03897017e+00 
 2.87425104e-01  9.17151215e-01  2.08512809e+00 
 2.87485671e-01  7.90193134e-01  2.08378422e+00 
 2.87531586e-01  9.27757488e-01  2.06440575e+00 
 2.87580358e-01  8.99109289e-01  2.06460009e+00 
 2.87631529e-01  9.52133687e-01  2.08210044e+00 
 2.87689949e-01  9.97616863e-01  2.11048297e+00 
 2.87755410e-01  9.64134496e-01  2.13762082e+00 
 2.87832760e-01  9.63006445e-01  2.13878561e+00 
 2.87932760e-01  8.65278647e-01  2.10318902e+00 
 2.88032760e-01  8.31794624e-01  2.05326707e+00 
 2.88132760e-01  8.42682241e-01  2.03302275e+00 
 2.88232241e-01  9.70666978e-01  2.07679769e+00 
 2.88332241e-01  9.79228163e-01  2.14427056e+00 
 2.88418009e-01  9.16968910e-01  2.15443482e+00 
 2.88508692e-01  8.41167285e-01  2.10783842e+00 
 2.88608692e-01  8.20950884e-01  2.05144184e+00 
 2.88680995e-01  1.03722858e+00  2.06448519e+00 
 2.88750435e-01  9.74542142e-01  2.12391762e+00 
 2.88813160e-01  9.38598812e-01  2.15241478e+00 
 2.88875486e-01  1.16575474e+00  2.16768686e+00 
 2.88938795e-01  9.37498222e-01  2.19440256e+00 
 2.89011161e-01  8.45335474e-01  2.17278402e+00 
 2.89064433e-01  9.82160601e-01  2.12885110e+00 
 2.89113974e-01  8.72829113e-01  2.10471651e+00 
 2.89213054e-01  9.52749705e-01  2.08326364e+00 
 2.89313054e-01  1.01195615e+00  2.10467343e+00 
 2.89403339e-01  1.02565249e+00  2.13833761e+00 
 2.89490736e-01  9.11702518e-01  2.12410921e+00 
 2.89575859e-01  7.76754581e-01  2.05908589e+00 
 2.89636865e-01  9.12042363e-01  2.01598150e+00 
 2.89694231e-01  1.01909993e+00  2.03126275e+00 
 2.89739936e-01  9.18119331e-01  2.06742041e+00 
 2.89785662e-01  8.67999210e-01  2.07820976e+00 
 2.89835166e-01  8.47072970e-01  2.06150406e+00 
 2.89876986e-01  9.78517690e-01  2.05255464e+00 
 2.89915457e-01  8.38947574e-01  2.05712007e+00 
 2.89956013e-01  9.65154607e-01  2.06328335e+00 
 2.90025010e-01  9.48725668e-01  2.08408585e+00 
 2.90063070e-01  7.89696169e-01  2.08966892e+00 
 2.90098766e-01  9.03556743e-01  2.07927871e+00 
 2.90142706e-01  8.54480021e-01  2.06583629e+00 
 2.90185119e-01  8.37521258e-01  2.05497336e+00 
 2.90218387e-01  1.05454376e+00  2.05489067e+00 
 2.90249890e-01  8.37705087e-01  2.06657250e+00 
 2.90279941e-01  9.26877541e-01  2.07528949e+00 
 2.90330363e-01  8.82158115e-01  2.08126596e+00 
 2.90383991e-01  9.56123767e-01  2.08798769e+00 
 2.90483991e-01  9.88912531e-01  2.11732556e+00 
 2.90560614e-01  9.73390520e-01  2.13348294e+00 
 2.90660614e-01  9.13806555e-01  2.10996318e+00 
 2.90760614e-01  9.40516095e-01  2.07622287e+00 
 2.90860614e-01  8.96651325e-01  2.06280059e+00 
 2.90960614e-01  9.04468452e-01  2.05444669e+00 
 2.91060614e-01  1.02146348e+00  2.07947198e+00 
 2.91160614e-01  1.03271947e+00  2.13392654e+00 
 2.91233643e-01  8.40981586e-01  2.13008902e+00 
 2.91302930e-01  8.74756877e-01  2.08020789e+00 
 2.91353698e-01  9.48846218e-01  2.05352927e+00 
 2.91402884e-01  9.53993852e-01  2.05772562e+00 
 2.91460781e-01  1.00346078e+00  2.08168665e+00 
 2.91537933e-01  1.07725624e+00  2.12319595e+00 
 2.91612482e-01  1.01844218e+00  2.14843998e+00 
 2.91679415e-01  9.74513588e-01  2.13274977e+00 
 2.91771686e-01  8.80204609e-01  2.07209282e+00 
 2.91871686e-01  9.19974389e-01  2.02329511e+00 
 2.91971375e-01  9.82469861e-01  2.04365616e+00 
 2.92071375e-01  9.47488336e-01  2.08099427e+00 
 2.92171375e-01  9.09756015e-01  2.07155595e+00 
 2.92271375e-01  8.81386343e-01  2.04407064e+00 
 2.92371375e-01  9.62175691e-01  2.05215613e+00 
 2.92471375e-01  8.92202113e-01  2.07710203e+00 
 2.92571375e-01  9.57478583e-01  2.08279336e+00 
 2.92671375e-01  9.58825661e-01  2.09514180e+00 
 2.92771375e-01  9.76151670e-01  2.10748583e+00 
 2.92871375e-01  9.32350227e-01  2.09686910e+00 
 2.92971375e-01  1.00286413e+00  2.09017387e+00 
 2.93025793e-01  9.54106804e-01  2.09411803e+00 
 2.93050876e-01  1.01648637e+00  2.09596146e+00 
 2.93075383e-01  8.69153719e-01  2.09568085e+00 
 2.93098343e-01  1.00749672e+00  2.09254417e+00 
 2.93119624e-01  7.67730797e-01  2.08786192e+00 
 2.93135314e-01  9.67248392e-01  2.08298781e+00 
 2.93153974e-01  9.76467034e-01  2.07856455e+00 
 2.93173868e-01  9.02194462e-01  2.07629225e+00 
 2.93191904e-01  8.94642645e-01  2.07268325e+00 
 2.93209066e-01  9.75165898e-01  2.06857381e+00 
 2.93225244e-01  1.02453764e+00  2.06823509e+00 
 2.93240138e-01  9.24428053e-01  2.07097304e+00 
 2.93255609e-01  8.52456871e-01  2.07208474e+00 
 2.93274427e-01  8.16495230e-01  2.06734356e+00 
 2.93288482e-01  8.90404823e-01  2.06083753e+00 
 2.93304572e-01  1.01686477e+00  2.05538239e+00 
 2.93322824e-01  1.06999111e+00  2.05768023e+00 
 2.93339287e-01  1.02680102e+00  2.06715740e+00 
 2.93357235e-01  9.05657046e-01  2.07824492e+00 
 2.93372757e-01  9.90729383e-01  2.08448023e+00 
 2.93389703e-01  1.04557227e+00  2.09046461e+00 
 2.93413133e-01  1.02902396e+00  2.10165136e+00 
 2.93434841e-01  1.02767649e+00  2.11221189e+00 
 2.93456423e-01  9.09523533e-01  2.11783385e+00 
 2.93479638e-01  8.97243915e-01  2.11431298e+00 
 2.93500081e-01  9.49235662e-01  2.10527636e+00 
 2.93520056e-01  9.96325882e-01  2.09741734e+00 
 2.93541749e-01  9.50637135e-01  2.09262393e+00 
 2.93562288e-01  1.00484228e+00  2.09053907e+00 
 2.93587739e-01  8.80491532e-01  2.08803369e+00 
 2.93610776e-01  9.32830167e-01  2.08243141e+00 
 2.93629669e-01  1.04203463e+00  2.07850597e+00 
 2.93649211e-01  1.01049930e+00  2.08066628e+00 
 2.93669783e-01  9.59529618e-01  2.08590821e+00 
 2.93690144e-01  1.00768458e+00  2.08961742e+00 
 2.93717110e-01  9.83970389e-01  2.09338096e+00 
 2.93744847e-01  9.11531015e-01  2.09297683e+00 
 2.93771585e-01  9.11094783e-01  2.08497769e+00 
 2.93793204e-01  1.02103353e+00  2.07803181e+00 
 2.93813654e-01  1.01893764e+00  2.07784661e+00 
 2.93836975e-01  1.04343829e+00  2.08500343e+00 
 2.93868180e-01  9.82945392e-01  2.09631887e+00 
 2.93902544e-01  1.03010613e+00  2.10330594e+00 
 2.93948909e-01  1.15331581e+00  2.11951054e+00 
 2.93998624e-01  1.24995998e+00  2.16263148e+00 
 2.94054054e-01  1.15300320e+00  2.21090231e+00 
 2.94115892e-01  1.04685428e+00  2.21262186e+00 
 2.94180066e-01  9.77066537e-01  2.16086770e+00 
 2.94256819e-01  8.55182326e-01  2.07402731e+00 
 2.94311601e-01  9.98301554e-01  2.02353105e+00 
 2.94363652e-01  1.00087939e+00  2.01800421e+00 
 2.94418545e-01  9.76574449e-01  2.03798887e+00 
 2.94470950e-01  9.84044490e-01  2.04874238e+00 
 2.94570950e-01  9.39101066e-01  2.04842433e+00 
 2.94670950e-01  1.04655635e+00  2.06069763e+00 
 2.94770696e-01  9.85914847e-01  2.08881443e+00 
 2.94870696e-01  1.10969354e+00  2.10879321e+00 
 2.94970696e-01  1.06493086e+00  2.12838954e+00 
 2.94999728e-01  9.72075818e-01  2.12695874e+00 
 2.95010275e-01  9.77718868e-01  2.12290011e+00 
 2.95017463e-01  9.82380923e-01  2.11927065e+00 
 2.95024496e-01  1.01846069e+00  2.11536111e+00 
 2.95031735e-01  1.07390409e+00  2.11147626e+00 
 2.95042108e-01  1.11019599e+00  2.10736389e+00 
 2.95054254e-01  9.54596922e-01  2.10409615e+00 
 2.95066323e-01  8.57916879e-01  2.09964446e+00 
 2.95080582e-01  8.14376636e-01  2.09094365e+00 
 2.95094799e-01  9.69390113e-01  2.08007803e+00 
 2.95110012e-01  1.01163676e+00  2.06946624e+00 
 2.95129816e-01  9.98231257e-01  2.06043039e+00 
 2.95159422e-01  1.00556152e+00  2.05476693e+00 
 2.95197861e-01  1.02290901e+00  2.05610660e+00 
 2.95233944e-01  9.11190431e-01  2.05640009e+00 
 2.95267373e-01  1.02701998e+00  2.05222767e+00 
 2.95299282e-01  9.31893024e-01  2.04987163e+00 
 2.95353634e-01  1.03686565e+00  2.05153863e+00 
 2.95420472e-01  9.44015256e-01  2.05909306e+00 
 2.95503273e-01  1.08136746e+00  2.07516671e+00 
 2.95603273e-01  1.06451038e+00  2.11173356e+00 
 2.95703273e-01  1.07735131e+00  2.12670707e+00 
 2.95795288e-01  1.01009201e+00  2.10098038e+00 
 2.95879231e-01  1.04014931e+00  2.07436465e+00 
 2.95979231e-01  8.78515426e-01  2.03841698e+00 
 2.96050856e-01  1.07741670e+00  2.02538718e+00 
 2.96115677e-01  1.07095973e+00  2.05687097e+00 
 2.96158841e-01  9.75618659e-01  2.07951638e+00 
 2.96198198e-01  1.05966078e+00  2.08263593e+00 
 2.96239318e-01  1.05402742e+00  2.08545873e+00 
 2.96266975e-01  1.10270432e+00  2.09169180e+00 
 2.96289919e-01  8.94925813e-01  2.09521779e+00 
 2.96312625e-01  9.80679393e-01  2.09115902e+00 
 2.96338574e-01  9.43599157e-01  2.07910000e+00 
 2.96372511e-01  9.30885731e-01  2.05946829e+00 
 2.96390713e-01  1.11309791e+00  2.05136950e+00 
 2.96410051e-01  1.17422125e+00  2.05328325e+00 
 2.96425567e-01  1.08778163e+00  2.06262775e+00 
 2.96441768e-01  1.07780487e+00  2.07436429e+00 
 2.96474168e-01  1.05263410e+00  2.09262516e+00 
 2.96520830e-01  9.69988561e-01  2.09684150e+00 
 2.96559909e-01  9.32021369e-01  2.08035752e+00 
 2.96586942e-01  1.15146581e+00  2.06960129e+00 
 2.96611378e-01  1.07578181e+00  2.07247544e+00 
 2.96638102e-01  1.04807138e+00  2.08314447e+00 
 2.96662458e-01  1.03390215e+00  2.08979818e+00 
 2.96711170e-01  9.76338529e-01  2.08715444e+00 
 2.96740855e-01  1.15998234e+00  2.08410144e+00 
 2.96769044e-01  1.08410606e+00  2.09208069e+00 
 2.96800357e-01  1.06358229e+00  2.10382342e+00 
 2.96830426e-01  1.03718842e+00  2.10701157e+00 
 2.96865967e-01  1.04775115e+00  2.10247249e+00 
 2.96915876e-01  1.03228591e+00  2.09168650e+00 
 2.97015693e-01  1.01125488e+00  2.06997490e+00 
 2.97115693e-01  1.03505847e+00  2.06194910e+00 
 2.97215693e-01  1.07313124e+00  2.07903096e+00 
 2.97315693e-01  1.12860693e+00  2.10975174e+00 
 2.97400511e-01  1.04939719e+00  2.11573957e+00 
 2.97498570e-01  1.03423486e+00  2.08236272e+00 
 2.97583675e-01  1.00193218e+00  2.05068932e+00 
 2.97683675e-01  1.10396031e+00  2.05781258e+00 
 2.97777443e-01  1.06889996e+00  2.09035246e+00 
 2.97877443e-01  1.08266697e+00  2.09671435e+00 
 2.97977443e-01  1.21729524e+00  2.11498242e+00 
 2.98045361e-01  1.12103072e+00  2.13952446e+00 
 2.98114719e-01  1.05556114e+00  2.12223225e+00 
 2.98170070e-01  1.12657581e+00  2.09150847e+00 
 2.98228655e-01  1.14165329e+00  2.08352250e+00 
 2.98270821e-01  1.04130607e+00  2.08307030e+00 
 2.98310945e-01  1.04321241e+00  2.06960292e+00 
 2.98348200e-01  1.02865420e+00  2.05157179e+00 
 2.98379398e-01  1.18170719e+00  2.04523946e+00 
 2.98409304e-01  1.24881929e+00  2.05913869e+00 
 2.98433350e-01  1.18812398e+00  2.08111081e+00 
 2.98456424e-01  1.02522362e+00  2.09736350e+00 
 2.98481133e-01  1.02324597e+00  2.09974764e+00 
 2.98498828e-01  1.18851926e+00  2.09570661e+00 
 2.98516939e-01  1.07866842e+00  2.09333602e+00 
 2.98539414e-01  1.09090586e+00  2.09002582e+00 
 2.98567054e-01  1.04780642e+00  2.08171363e+00 
 2.98608027e-01  1.08061369e+00  2.06717156e+00 
 2.98650837e-01  1.05069802e+00  2.05574934e+00 
 2.98736456e-01  1.10912997e+00  2.05371195e+00 
 2.98834939e-01  1.08313358e+00  2.06970727e+00 
 2.98934939e-01  1.08448648e+00  2.07258355e+00 
 2.99034939e-01  1.02740986e+00  2.05587034e+00 
 2.99134939e-01  1.13547284e+00  2.06067999e+00 
 2.99234939e-01  1.13292488e+00  2.09812780e+00 
 2.99334939e-01  1.09603406e+00  2.10581229e+00 
 2.99425252e-01  1.13772508e+00  2.08929738e+00 
 2.99525252e-01  1.13848416e+00  2.09178635e+00 
 2.99625252e-01  1.14609450e+00  2.09518271e+00 
 2.99725252e-01  1.17527321e+00  2.09531265e+00 
 2.99825252e-01  1.18643934e+00  2.10120236e+00 
 2.99907577e-01  1.01195291e+00  2.07807289e+00 
 2.99983983e-01  1.13903387e+00  2.04165147e+00 
 3.00061633e-01  1.03851049e+00  2.03152514e+00 
 3.00161633e-01  1.11096028e+00  2.03604175e+00 
 3.00261633e-01  1.09418162e+00  2.05464168e+00 
 3.00361633e-01  1.03180246e+00  2.05802766e+00 
 3.00456621e-01  9.23180756e-01  2.01723777e+00 
 3.00556621e-01  9.72405712e-01  1.98816594e+00 
 3.00652601e-01  1.03811156e+00  2.02728434e+00 
 3.00747072e-01  1.15870717e+00  2.10917542e+00 
 3.00847072e-01  1.08322950e+00  2.16241880e+00 
 3.00939848e-01  1.06993249e+00  2.14463022e+00 
 3.01039848e-01  1.10436165e+00  2.11287440e+00 
 3.01139848e-01  1.00714853e+00  2.09375044e+00 
 3.01239848e-01  1.12534278e+00  2.08373194e+00 
 3.01339848e-01  1.09455192e+00  2.10555950e+00 
 3.01419167e-01  1.11481966e+00  2.11446365e+00 
 3.01519167e-01  1.11781100e+00  2.10647990e+00 
 3.01602799e-01  1.01276178e+00  2.08533892e+00 
 3.01690252e-01  1.01299906e+00  2.04456777e+00 
 3.01790252e-01  1.00396634e+00  2.02544598e+00 
 3.01885178e-01  1.05492718e+00  2.04683865e+00 
 3.01985178e-01  1.00014635e+00  2.06844735e+00 
 3.02085178e-01  1.05122823e+00  2.07331043e+00 
 3.02185178e-01  1.03956278e+00  2.08430571e+00 
 3.02285178e-01  1.00824322e+00  2.08419189e+00 
 3.02385178e-01  1.02010114e+00  2.07149595e+00 
 3.02485178e-01  1.05910253e+00  2.08162135e+00 
 3.02585178e-01  9.45538455e-01  2.08047517e+00 
 3.02675957e-01  8.95856004e-01  2.04044479e+00 
 3.02735420e-01  1.09708184e+00  2.03568720e+00 
 3.02790838e-01  1.00112405e+00  2.06954925e+00 
 3.02836605e-01  9.66304541e-01  2.08857364e+00 
 3.02877904e-01  1.04953245e+00  2.09188015e+00 
 3.02920190e-01  9.23985985e-01  2.09333428e+00 
 3.02964428e-01  1.12026289e+00  2.09628953e+00 
 3.03005852e-01  9.90602080e-01  2.10723299e+00 
 3.03033807e-01  8.68197038e-01  2.10858511e+00 
 3.03056429e-01  9.89149917e-01  2.10095630e+00 
 3.03079527e-01  9.35933267e-01  2.09220053e+00 
 3.03103511e-01  9.56032605e-01  2.08382712e+00 
 3.03136664e-01  9.50609083e-01  2.07433483e+00 
 3.03184150e-01  9.46093388e-01  2.06681143e+00 
 3.03236210e-01  1.08750895e+00  2.07790092e+00 
 3.03284693e-01  1.01198928e+00  2.10517657e+00 
 3.03351604e-01  1.00743721e+00  2.12175387e+00 
 3.03413969e-01  9.59666692e-01  2.10795218e+00 
 3.03508372e-01  9.51269510e-01  2.07622280e+00 
 3.03608372e-01  9.71012525e-01  2.06500032e+00 
 3.03708372e-01  1.06697147e+00  2.09781525e+00 
 3.03808372e-01  1.06989097e+00  2.14063539e+00 
 3.03908372e-01  1.05473249e+00  2.14331733e+00 
 3.04008372e-01  9.41524316e-01  2.09826508e+00 
 3.04108372e-01  9.69517671e-01  2.04816200e+00 
 3.04208372e-01  9.02917755e-01  2.02905645e+00 
 3.04308372e-01  9.06557113e-01  2.02394623e+00 
 3.04408372e-01  1.02019891e+00  2.05561549e+00 
 3.04499103e-01  8.99378139e-01  2.09234647e+00 
 3.04591469e-01  9.88842076e-01  2.09176299e+00 
