 time            v(vin)          v(vdata)       
 7.90399440e-02  1.02340379e+00  2.08277878e+00 
 7.90403693e-02  1.02076981e+00  2.08262351e+00 
 7.90405828e-02  1.01927130e+00  2.08255294e+00 
 7.90407134e-02  1.01835417e+00  2.08250175e+00 
 7.90408162e-02  1.01763254e+00  2.08247020e+00 
 7.90409269e-02  1.01685517e+00  2.08242609e+00 
 7.90410418e-02  1.01604854e+00  2.08239011e+00 
 7.90412293e-02  1.01473231e+00  2.08231870e+00 
 7.90415805e-02  1.01226615e+00  2.08219833e+00 
 7.90422830e-02  1.00733384e+00  2.08194186e+00 
 7.90436880e-02  9.97469206e-01  2.08143528e+00 
 7.90464980e-02  9.77739945e-01  2.08036213e+00 
 7.90521180e-02  9.38281421e-01  2.07796615e+00 
 7.90633580e-02  9.11648600e-01  2.07191953e+00 
 7.90780615e-02  1.03735063e+00  2.06316719e+00 
 7.90915869e-02  1.10482306e+00  2.05763549e+00 
 7.91106392e-02  1.12364481e+00  2.05804735e+00 
 7.91284266e-02  1.03779712e+00  2.06366326e+00 
 7.91483839e-02  9.80864143e-01  2.06732363e+00 
 7.91718880e-02  1.00555380e+00  2.06474190e+00 
 7.91933663e-02  9.90146531e-01  2.05919341e+00 
 7.92363230e-02  9.79810955e-01  2.04674447e+00 
 7.92661202e-02  1.12727643e+00  2.04511613e+00 
 7.92938162e-02  1.12043292e+00  2.05797591e+00 
 7.93200110e-02  1.06578530e+00  2.07588796e+00 
 7.93452020e-02  1.06254119e+00  2.08751151e+00 
 7.93769259e-02  1.13997656e+00  2.09713859e+00 
 7.94059786e-02  1.13458425e+00  2.10816558e+00 
 7.94354549e-02  1.07681229e+00  2.11717388e+00 
 7.94647850e-02  8.89960133e-01  2.11349313e+00 
 7.94921876e-02  9.71151879e-01  2.09743114e+00 
 7.95182757e-02  1.00445878e+00  2.07828995e+00 
 7.95460790e-02  1.17593256e+00  2.06720280e+00 
 7.95675464e-02  1.03259459e+00  2.06865328e+00 
 7.95893953e-02  1.02798071e+00  2.07120576e+00 
 7.96196710e-02  9.96688113e-01  2.06832297e+00 
 7.96533274e-02  1.02752244e+00  2.06147499e+00 
 7.96886352e-02  1.07456456e+00  2.06013535e+00 
 7.97372564e-02  1.05443660e+00  2.07030571e+00 
 7.97900750e-02  1.15234514e+00  2.08996778e+00 
 7.98900750e-02  1.08858425e+00  2.12260132e+00 
 7.99837029e-02  1.06616037e+00  2.10880895e+00 
 8.00671197e-02  1.07616921e+00  2.07919852e+00 
 8.01671197e-02  1.06595832e+00  2.06808918e+00 
 8.02671197e-02  1.09418897e+00  2.07160042e+00 
 8.03671197e-02  1.02873871e+00  2.06777678e+00 
 8.04671197e-02  1.02701197e+00  2.04816624e+00 
 8.05565599e-02  1.09126548e+00  2.05346813e+00 
 8.06422050e-02  1.01363468e+00  2.07028337e+00 
 8.07399843e-02  9.89568734e-01  2.05332183e+00 
 8.07931493e-02  1.12250421e+00  2.05265280e+00 
 8.08467872e-02  1.07331108e+00  2.07893483e+00 
 8.09209477e-02  1.24287957e+00  2.12794011e+00 
 8.09689862e-02  1.07022490e+00  2.15348045e+00 
 8.10331675e-02  1.01413658e+00  2.14047045e+00 
 8.10728509e-02  1.14384381e+00  2.11574183e+00 
 8.11092906e-02  1.07716799e+00  2.10595432e+00 
 8.11538308e-02  1.10440047e+00  2.10189097e+00 
 8.11920947e-02  1.19743479e+00  2.10579787e+00 
 8.12181838e-02  1.03198901e+00  2.11229611e+00 
 8.12478843e-02  1.07103627e+00  2.11038290e+00 
 8.12751275e-02  1.11275619e+00  2.10254406e+00 
 8.13003247e-02  1.03899585e+00  2.09575113e+00 
 8.13293172e-02  1.03819538e+00  2.08522165e+00 
 8.13511214e-02  1.08237100e+00  2.07671233e+00 
 8.13774209e-02  1.10524588e+00  2.07208820e+00 
 8.14300199e-02  1.20058156e+00  2.08760514e+00 
 8.14956595e-02  1.25206084e+00  2.13581358e+00 
 8.15384124e-02  1.09410437e+00  2.15733518e+00 
 8.15804725e-02  8.99822715e-01  2.14442235e+00 
 8.16142542e-02  9.62424496e-01  2.11326795e+00 
 8.16380196e-02  1.15969869e+00  2.09064930e+00 
 8.16602025e-02  1.04815488e+00  2.07667070e+00 
 8.16784308e-02  9.29867146e-01  2.06753364e+00 
 8.16971371e-02  9.26232927e-01  2.05486796e+00 
 8.17106291e-02  1.03523092e+00  2.04469894e+00 
 8.17277850e-02  1.13312002e+00  2.03624685e+00 
 8.17415120e-02  1.12846365e+00  2.03564261e+00 
 8.17560272e-02  1.04220398e+00  2.03899681e+00 
 8.17704748e-02  1.05833725e+00  2.04249129e+00 
 8.17846166e-02  1.11972635e+00  2.04594628e+00 
 8.18013227e-02  1.18485739e+00  2.05335674e+00 
 8.18131943e-02  1.01429179e+00  2.06010579e+00 
 8.18263324e-02  9.67853673e-01  2.06456199e+00 
 8.18367380e-02  1.05222437e+00  2.06509188e+00 
 8.18490609e-02  1.07525249e+00  2.06467448e+00 
 8.18663707e-02  1.10815294e+00  2.06542873e+00 
 8.18854784e-02  1.16491198e+00  2.07032720e+00 
 8.19039647e-02  1.09192926e+00  2.07810054e+00 
 8.19240040e-02  1.08144900e+00  2.08448150e+00 
 8.19640825e-02  9.97437895e-01  2.08214985e+00 
 8.19932320e-02  9.95787638e-01  2.06962369e+00 
 8.20136431e-02  1.14064651e+00  2.06142219e+00 
 8.20326490e-02  1.13889051e+00  2.06156938e+00 
 8.20500894e-02  1.11000980e+00  2.06777525e+00 
 8.20686747e-02  1.04469041e+00  2.07430671e+00 
 8.20866500e-02  1.03869569e+00  2.07658764e+00 
 8.21173205e-02  1.00468657e+00  2.07173927e+00 
 8.21412553e-02  1.08069139e+00  2.06558021e+00 
 8.21654718e-02  1.12050797e+00  2.06541329e+00 
 8.21855319e-02  1.04636026e+00  2.06969306e+00 
 8.22048978e-02  1.05612446e+00  2.07242584e+00 
 8.22436296e-02  9.60836041e-01  2.06729938e+00 
 8.22736328e-02  1.00722216e+00  2.05607764e+00 
 8.22953083e-02  1.15091195e+00  2.05160075e+00 
 8.23156356e-02  1.08990930e+00  2.05626810e+00 
 8.23314198e-02  9.93179396e-01  2.06206600e+00 
 8.23457941e-02  9.76771352e-01  2.06407449e+00 
 8.23571973e-02  1.04811692e+00  2.06355874e+00 
 8.23681195e-02  1.11541782e+00  2.06362303e+00 
 8.23845163e-02  1.19854568e+00  2.06869092e+00 
 8.24012396e-02  1.22778201e+00  2.08065990e+00 
 8.24203807e-02  1.13233224e+00  2.09815895e+00 
 8.24372903e-02  9.99418858e-01  2.11012091e+00 
 8.24504481e-02  1.07103062e+00  2.11435176e+00 
 8.24671342e-02  1.09834979e+00  2.11559698e+00 
 8.24831795e-02  1.02459930e+00  2.11444528e+00 
 8.24978308e-02  1.16360252e+00  2.11261111e+00 
 8.25128573e-02  1.11361226e+00  2.11253193e+00 
 8.25329159e-02  1.13758494e+00  2.11485126e+00 
 8.25553080e-02  1.07253071e+00  2.11677581e+00 
 8.25791974e-02  1.10058075e+00  2.11541487e+00 
 8.26127826e-02  1.03859588e+00  2.10770597e+00 
 8.26664646e-02  1.03032326e+00  2.08554098e+00 
 8.27058476e-02  1.10643152e+00  2.07319443e+00 
 8.27448430e-02  1.05195574e+00  2.07322104e+00 
 8.27959038e-02  1.11064104e+00  2.07952032e+00 
 8.28604145e-02  1.24709082e+00  2.11095148e+00 
 8.29019784e-02  1.19458754e+00  2.14370512e+00 
 8.29304646e-02  9.81712889e-01  2.15480161e+00 
 8.29578709e-02  8.97940051e-01  2.14675751e+00 
 8.29724691e-02  1.05404189e+00  2.13649374e+00 
 8.29905343e-02  1.16979332e+00  2.12443512e+00 
 8.30073895e-02  1.16163302e+00  2.11817918e+00 
 8.30274644e-02  1.15691000e+00  2.11695805e+00 
 8.30512403e-02  1.11243731e+00  2.11779148e+00 
 8.30834245e-02  1.13832811e+00  2.11632592e+00 
 8.31215242e-02  1.11855119e+00  2.11184713e+00 
 8.31977236e-02  1.13687866e+00  2.10176970e+00 
 8.32977236e-02  1.04732236e+00  2.07736035e+00 
 8.33977236e-02  9.60105655e-01  2.02666486e+00 
 8.34599031e-02  1.09310120e+00  2.01029243e+00 
 8.35261002e-02  9.53707240e-01  2.02364942e+00 
 8.36154557e-02  1.11511551e+00  2.04749323e+00 
 8.37154557e-02  1.11833247e+00  2.09724401e+00 
 8.37696797e-02  1.03737302e+00  2.11333446e+00 
 8.38270201e-02  1.08812139e+00  2.10133025e+00 
 8.39088887e-02  1.10047056e+00  2.09326619e+00 
 8.39739797e-02  1.05532430e+00  2.09241554e+00 
 8.40491704e-02  1.14967706e+00  2.09262912e+00 
 8.41380878e-02  1.16329434e+00  2.11799922e+00 
 8.41998893e-02  1.13372757e+00  2.12912374e+00 
 8.42799445e-02  1.12410343e+00  2.11272659e+00 
 8.43799445e-02  9.66069369e-01  2.06026933e+00 
 8.44510181e-02  9.51781849e-01  2.00890543e+00 
 8.45195961e-02  1.03551239e+00  1.98973010e+00 
 8.45819625e-02  1.12183014e+00  2.02561595e+00 
 8.46615117e-02  1.19434439e+00  2.10379853e+00 
 8.47088281e-02  1.04360105e+00  2.13267480e+00 
 8.47596556e-02  1.07268886e+00  2.12569107e+00 
 8.48459539e-02  9.11779413e-01  2.06829858e+00 
 8.49330740e-02  9.69949385e-01  2.01233610e+00 
 8.49979465e-02  1.04446680e+00  2.01698082e+00 
 8.50595665e-02  1.07932175e+00  2.06025171e+00 
 8.51166870e-02  1.07543143e+00  2.09706629e+00 
 8.51862382e-02  1.04814293e+00  2.11177762e+00 
 8.52733602e-02  1.15606037e+00  2.12021581e+00 
 8.53635034e-02  1.06933288e+00  2.13361053e+00 
 8.54635034e-02  9.91998145e-01  2.09931605e+00 
 8.55553831e-02  9.59816898e-01  2.04186223e+00 
 8.56168340e-02  1.05171303e+00  2.03410014e+00 
 8.56835504e-02  1.00944726e+00  2.05689026e+00 
 8.57550849e-02  1.03273168e+00  2.07510562e+00 
 8.58431562e-02  9.27205179e-01  2.06583297e+00 
 8.59074806e-02  1.12640514e+00  2.06622733e+00 
 8.59698039e-02  1.06563909e+00  2.09823077e+00 
 8.60233714e-02  1.07066375e+00  2.12127195e+00 
 8.60805026e-02  1.00853024e+00  2.11754984e+00 
 8.61397794e-02  9.12758522e-01  2.08809247e+00 
 8.61777282e-02  1.28334643e+00  2.07247394e+00 
 8.62123432e-02  1.02922714e+00  2.07925217e+00 
 8.62469427e-02  1.03244457e+00  2.09011305e+00 
 8.62839922e-02  9.25595467e-01  2.08762394e+00 
 8.63137451e-02  1.02764490e+00  2.07898267e+00 
 8.63473829e-02  1.08211658e+00  2.07787032e+00 
 8.63882355e-02  1.06712904e+00  2.09184319e+00 
 8.64290932e-02  1.03481010e+00  2.10353689e+00 
 8.64709445e-02  9.11169691e-01  2.09678377e+00 
 8.65147897e-02  8.92308786e-01  2.06916220e+00 
 8.65456203e-02  1.02481942e+00  2.05017280e+00 
 8.65746684e-02  9.82239795e-01  2.04583179e+00 
 8.66209552e-02  1.08643944e+00  2.06161540e+00 
 8.66948650e-02  1.06485397e+00  2.10556043e+00 
 8.67377792e-02  8.97762499e-01  2.11394870e+00 
 8.67783451e-02  1.08410088e+00  2.10430612e+00 
 8.68158787e-02  9.12278601e-01  2.09649974e+00 
 8.68756898e-02  9.69113022e-01  2.07672819e+00 
 8.69171887e-02  1.05156552e+00  2.06954940e+00 
 8.69558654e-02  1.04802940e+00  2.08239790e+00 
 8.69868323e-02  9.57702876e-01  2.09271684e+00 
 8.70165253e-02  1.07486005e+00  2.09623485e+00 
 8.70455731e-02  1.00107154e+00  2.09977021e+00 
 8.70891879e-02  1.01308941e+00  2.10069677e+00 
 8.71395933e-02  1.04748351e+00  2.09885089e+00 
 8.71948069e-02  1.01632202e+00  2.10084347e+00 
 8.72442868e-02  9.07937185e-01  2.08980463e+00 
 8.72925504e-02  8.59544114e-01  2.05861726e+00 
 8.73273546e-02  9.51705745e-01  2.03566392e+00 
 8.73643447e-02  9.86412074e-01  2.03095250e+00 
 8.73945895e-02  9.72400820e-01  2.04123781e+00 
 8.74238151e-02  8.23334471e-01  2.04796377e+00 
 8.74515278e-02  9.06899645e-01  2.04452253e+00 
 8.74810098e-02  8.40635829e-01  2.03593891e+00 
 8.75102562e-02  1.01712013e+00  2.03240854e+00 
 8.75383973e-02  9.62426215e-01  2.04157357e+00 
 8.75709394e-02  1.00136594e+00  2.06140436e+00 
 8.76019943e-02  8.14786396e-01  2.07455239e+00 
 8.76314388e-02  7.99698635e-01  2.07056180e+00 
 8.76511934e-02  9.01189775e-01  2.06096846e+00 
 8.76712201e-02  9.65725908e-01  2.05536820e+00 
 8.77003589e-02  1.07714033e+00  2.06450998e+00 
 8.77290125e-02  9.65315342e-01  2.08563489e+00 
 8.77557176e-02  9.81527793e-01  2.10194112e+00 
 8.78091278e-02  8.69528721e-01  2.10756961e+00 
 8.78421162e-02  1.08617627e+00  2.10428707e+00 
 8.78737611e-02  8.52327765e-01  2.10696031e+00 
 8.79084659e-02  9.30875126e-01  2.10404296e+00 
 8.79431046e-02  9.02207006e-01  2.09387707e+00 
 8.79865270e-02  9.20171277e-01  2.08329958e+00 
 8.80733720e-02  9.91027660e-01  2.09048036e+00 
 8.81695307e-02  9.27522883e-01  2.11112256e+00 
 8.82616594e-02  1.05841941e+00  2.12468924e+00 
 8.83616594e-02  1.02698391e+00  2.15269801e+00 
 8.84616594e-02  1.02869517e+00  2.15188421e+00 
 8.85616594e-02  8.85297831e-01  2.10122940e+00 
 8.86430037e-02  9.58753013e-01  2.05933478e+00 
 8.87289598e-02  8.87008585e-01  2.04561494e+00 
 8.88289598e-02  9.32725869e-01  2.04803793e+00 
 8.89289598e-02  9.09507743e-01  2.05912107e+00 
 8.90289598e-02  9.97073351e-01  2.08575620e+00 
 8.91289598e-02  9.24979045e-01  2.10482178e+00 
 8.92289598e-02  9.47900099e-01  2.09417896e+00 
 8.93289598e-02  8.33580818e-01  2.06310568e+00 
 8.94289598e-02  8.79095280e-01  2.03778369e+00 
 8.95289598e-02  8.75153985e-01  2.04737505e+00 
 8.96289598e-02  8.81415900e-01  2.06958586e+00 
 8.97289598e-02  9.35928685e-01  2.08961364e+00 
 8.98289598e-02  1.07606114e+00  2.14442829e+00 
 8.98349702e-02  1.12580583e+00  2.14968135e+00 
 8.98469912e-02  1.11305718e+00  2.16074956e+00 
 8.98626672e-02  1.03421120e+00  2.17482087e+00 
 8.98801846e-02  1.17906070e+00  2.18871516e+00 
 8.98970890e-02  1.15109569e+00  2.20246010e+00 
 8.99152099e-02  1.17162495e+00  2.21774899e+00 
 8.99388227e-02  1.48342066e+00  2.23813776e+00 
 8.99476751e-02  1.56122289e+00  2.24223009e+00 
 8.99476939e-02  1.56136699e+00  2.24221266e+00 
 8.99477315e-02  1.56165517e+00  2.24215038e+00 
 8.99478068e-02  1.56223155e+00  2.24191078e+00 
 8.99478256e-02  1.56237564e+00  2.24182487e+00 
 8.99478632e-02  1.56266383e+00  2.24162448e+00 
 8.99479384e-02  1.56324020e+00  2.24072392e+00 
 8.99479651e-02  1.56344437e+00  2.23992933e+00 
 8.99479696e-02  1.56347855e+00  2.23969978e+00 
 8.99479785e-02  1.56354691e+00  2.23909717e+00 
 8.99479830e-02  1.56358123e+00  2.23865463e+00 
 8.99479841e-02  1.56358981e+00  2.23851439e+00 
 8.99479863e-02  1.56360697e+00  2.23820440e+00 
 8.99479908e-02  1.56364128e+00  2.23730372e+00 
 8.99479917e-02  1.56364801e+00  2.23705659e+00 
 8.99479934e-02  1.56366146e+00  2.23649465e+00 
 8.99479959e-02  1.56368025e+00  2.23534382e+00 
 8.99479974e-02  1.56369156e+00  2.23433354e+00 
 8.99479988e-02  1.56370235e+00  2.23291284e+00 
 8.99480001e-02  1.56371249e+00  2.23081854e+00 
 8.99480013e-02  1.56372151e+00  2.22804623e+00 
 8.99480020e-02  1.56372698e+00  2.22592191e+00 
 8.99480029e-02  1.56373411e+00  2.22297646e+00 
 8.99480039e-02  1.56374140e+00  2.22001173e+00 
 8.99480044e-02  1.56374564e+00  2.21828659e+00 
 8.99480047e-02  1.56374778e+00  2.21742467e+00 
 8.99480049e-02  1.56374919e+00  2.21685281e+00 
 8.99480050e-02  1.56375014e+00  2.21646258e+00 
 8.99480051e-02  1.56375089e+00  2.21614853e+00 
 8.99480052e-02  1.56375155e+00  2.21586493e+00 
 8.99480052e-02  1.56375202e+00  2.21566387e+00 
 8.99480053e-02  1.56375240e+00  2.21549665e+00 
 8.99480054e-02  1.56375286e+00  2.21529857e+00 
 8.99480054e-02  1.56375332e+00  2.21509651e+00 
 8.99480055e-02  1.56375394e+00  2.21481843e+00 
 8.99480056e-02  1.56375445e+00  2.21458267e+00 
 8.99480056e-02  1.56375502e+00  2.21431541e+00 
 8.99480057e-02  1.56375554e+00  2.21406712e+00 
 8.99480058e-02  1.56375632e+00  2.21369353e+00 
 8.99480059e-02  1.56375731e+00  2.21319405e+00 
 8.99480061e-02  1.56375842e+00  2.21257907e+00 
 8.99480062e-02  1.56375954e+00  2.21189285e+00 
 8.99480064e-02  1.56376108e+00  2.21084480e+00 
 8.99480066e-02  1.56376270e+00  2.20964188e+00 
 8.99480071e-02  1.56376595e+00  2.20711964e+00 
 8.99480076e-02  1.56376972e+00  2.20427976e+00 
 8.99480083e-02  1.56377552e+00  2.20055548e+00 
 8.99480093e-02  1.56378304e+00  2.19713592e+00 
 8.99480108e-02  1.56379491e+00  2.19425691e+00 
 8.99480126e-02  1.56380842e+00  2.19309060e+00 
 8.99480144e-02  1.56382182e+00  2.19277189e+00 
 8.99480165e-02  1.56383848e+00  2.19267729e+00 
 8.99480196e-02  1.56386224e+00  2.19266425e+00 
 8.99480251e-02  1.56390404e+00  2.19267473e+00 
 8.99480356e-02  1.56398438e+00  2.19269529e+00 
 8.99480472e-02  1.56407334e+00  2.19271777e+00 
 8.99480572e-02  1.56414992e+00  2.19273802e+00 
 8.99480659e-02  1.56421629e+00  2.19275521e+00 
 8.99480750e-02  1.56428674e+00  2.19277412e+00 
 8.99480874e-02  1.56438100e+00  2.19279899e+00 
 8.99481003e-02  1.56448039e+00  2.19282579e+00 
 8.99481128e-02  1.56457600e+00  2.19285116e+00 
 8.99481212e-02  1.56463996e+00  2.19286852e+00 
 8.99481303e-02  1.56470967e+00  2.19288695e+00 
 8.99481395e-02  1.56478015e+00  2.19290600e+00 
 8.99481579e-02  1.56492111e+00  2.19294335e+00 
 8.99481825e-02  1.56511009e+00  2.19299366e+00 
 8.99482209e-02  1.56540403e+00  2.19307075e+00 
 8.99482829e-02  1.56587883e+00  2.19319437e+00 
 8.99483709e-02  1.56655325e+00  2.19336728e+00 
 8.99485034e-02  1.56756875e+00  2.19362570e+00 
 8.99486869e-02  1.56897426e+00  2.19398132e+00 
 8.99490178e-02  1.57150926e+00  2.19462294e+00 
 8.99495890e-02  1.57588545e+00  2.19573108e+00 
 8.99507315e-02  1.58463783e+00  2.19795319e+00 
 8.99530164e-02  1.60214259e+00  2.20241932e+00 
 8.99575861e-02  1.63715211e+00  2.21143909e+00 
 8.99667257e-02  1.61991513e+00  2.22978591e+00 
 8.99767894e-02  1.56645241e+00  2.25039000e+00 
 8.99946466e-02  1.64986162e+00  2.28776332e+00 
 9.00145196e-02  1.67117601e+00  2.33030701e+00 
 9.00428759e-02  1.35799293e+00  2.38968244e+00 
 9.00769509e-02  1.17274568e+00  2.43946712e+00 
 9.01110320e-02  1.09612445e+00  2.44633880e+00 
 9.01442008e-02  9.89958641e-01  2.42018753e+00 
 9.01832020e-02  9.16021020e-01  2.37224984e+00 
 9.02176133e-02  8.72051917e-01  2.32291120e+00 
 9.02506846e-02  9.76154112e-01  2.27309416e+00 
 9.02822643e-02  8.32328225e-01  2.22511054e+00 
 9.03152928e-02  8.56874269e-01  2.17536537e+00 
 9.03222982e-02  8.09153709e-01  2.16496528e+00 
 9.03363089e-02  8.93471423e-01  2.14467826e+00 
 9.03506644e-02  8.83689176e-01  2.12527525e+00 
 9.03658866e-02  8.51491709e-01  2.10768428e+00 
 9.03701410e-02  8.48464686e-01  2.10534848e+00 
 9.03701512e-02  8.48457422e-01  2.10534833e+00 
 9.03701716e-02  8.48442894e-01  2.10535148e+00 
 9.03702125e-02  8.48413838e-01  2.10537138e+00 
 9.03702941e-02  8.48355726e-01  2.10543580e+00 
 9.03704575e-02  8.48239503e-01  2.10563486e+00 
 9.03706837e-02  8.48078539e-01  2.10620610e+00 
 9.03708367e-02  8.47969678e-01  2.10710494e+00 
 9.03710122e-02  8.47844806e-01  2.10915450e+00 
 9.03710337e-02  8.47829543e-01  2.10947650e+00 
 9.03710766e-02  8.47799017e-01  2.11009664e+00 
 9.03711060e-02  8.47778051e-01  2.11049867e+00 
 9.03711393e-02  8.47754403e-01  2.11095446e+00 
 9.03711569e-02  8.47741868e-01  2.11122207e+00 
 9.03711674e-02  8.47734424e-01  2.11140104e+00 
 9.03711774e-02  8.47727267e-01  2.11159584e+00 
 9.03711824e-02  8.47723716e-01  2.11170439e+00 
 9.03711855e-02  8.47721507e-01  2.11177772e+00 
 9.03711876e-02  8.47720021e-01  2.11183055e+00 
 9.03711892e-02  8.47718882e-01  2.11187391e+00 
 9.03711903e-02  8.47718078e-01  2.11190711e+00 
 9.03711912e-02  8.47717449e-01  2.11193558e+00 
 9.03711921e-02  8.47716851e-01  2.11196381e+00 
 9.03711930e-02  8.47716172e-01  2.11199402e+00 
 9.03711936e-02  8.47715758e-01  2.11201226e+00 
 9.03711944e-02  8.47715208e-01  2.11203643e+00 
 9.03711951e-02  8.47714678e-01  2.11206048e+00 
 9.03711960e-02  8.47714069e-01  2.11208829e+00 
 9.03711972e-02  8.47713162e-01  2.11213152e+00 
 9.03711992e-02  8.47711772e-01  2.11220228e+00 
 9.03712026e-02  8.47709378e-01  2.11234516e+00 
 9.03712061e-02  8.47706878e-01  2.11253581e+00 
 9.03712103e-02  8.47703877e-01  2.11284985e+00 
 9.03712147e-02  8.47700754e-01  2.11330662e+00 
 9.03712208e-02  8.47696425e-01  2.11444253e+00 
 9.03712234e-02  8.47694563e-01  2.11525885e+00 
 9.03712251e-02  8.47693325e-01  2.11603578e+00 
 9.03712271e-02  8.47691899e-01  2.11739104e+00 
 9.03712283e-02  8.47691044e-01  2.11861177e+00 
 9.03712295e-02  8.47690211e-01  2.12038248e+00 
 9.03712305e-02  8.47689510e-01  2.12263471e+00 
 9.03712314e-02  8.47688874e-01  2.12595512e+00 
 9.03712323e-02  8.47688226e-01  2.13207029e+00 
 9.03712330e-02  8.47687738e-01  2.13756492e+00 
 9.03712337e-02  8.47687203e-01  2.14327595e+00 
 9.03712347e-02  8.47686529e-01  2.14957514e+00 
 9.03712363e-02  8.47685385e-01  2.15736042e+00 
 9.03712387e-02  8.47683646e-01  2.16371220e+00 
 9.03712413e-02  8.47681814e-01  2.16621130e+00 
 9.03712437e-02  8.47680137e-01  2.16698472e+00 
 9.03712466e-02  8.47678034e-01  2.16728506e+00 
 9.03712505e-02  8.47675251e-01  2.16737588e+00 
 9.03712572e-02  8.47670500e-01  2.16736898e+00 
 9.03712671e-02  8.47663427e-01  2.16735630e+00 
 9.03712816e-02  8.47653147e-01  2.16732597e+00 
 9.03712953e-02  8.47643379e-01  2.16731090e+00 
 9.03713077e-02  8.47634543e-01  2.16728515e+00 
 9.03713201e-02  8.47625774e-01  2.16727376e+00 
 9.03713332e-02  8.47616434e-01  2.16724787e+00 
 9.03713456e-02  8.47607610e-01  2.16723706e+00 
 9.03713581e-02  8.47598747e-01  2.16721279e+00 
 9.03713701e-02  8.47590204e-01  2.16720287e+00 
 9.03713823e-02  8.47581512e-01  2.16717938e+00 
 9.03713943e-02  8.47572989e-01  2.16716964e+00 
 9.03714064e-02  8.47564359e-01  2.16714659e+00 
 9.03714183e-02  8.47555853e-01  2.16713694e+00 
 9.03714304e-02  8.47547266e-01  2.16711421e+00 
 9.03714424e-02  8.47538762e-01  2.16710455e+00 
 9.03714544e-02  8.47530197e-01  2.16708204e+00 
 9.03714664e-02  8.47521690e-01  2.16707233e+00 
 9.03714804e-02  8.47511669e-01  2.16704722e+00 
 9.03714961e-02  8.47500489e-01  2.16703242e+00 
 9.03715150e-02  8.47487088e-01  2.16700105e+00 
 9.03715366e-02  8.47471737e-01  2.16697834e+00 
 9.03715634e-02  8.47452664e-01  2.16693633e+00 
 9.03715962e-02  8.47429304e-01  2.16689841e+00 
 9.03716403e-02  8.47397911e-01  2.16683302e+00 
 9.03717011e-02  8.47354701e-01  2.16675714e+00 
 9.03717975e-02  8.47286082e-01  2.16662022e+00 
 9.03719717e-02  8.47162159e-01  2.16638794e+00 
 9.03723200e-02  8.46914313e-01  2.16589927e+00 
 9.03730167e-02  8.46418622e-01  2.16492523e+00 
 9.03744101e-02  8.45427238e-01  2.16292917e+00 
 9.03771968e-02  8.43444471e-01  2.15890900e+00 
 9.03827703e-02  8.46575460e-01  2.15080040e+00 
 9.03936685e-02  8.66738769e-01  2.13502025e+00 
 9.04154649e-02  9.22967170e-01  2.10515022e+00 
 9.04380202e-02  9.12152403e-01  2.07968719e+00 
 9.04622743e-02  8.78736524e-01  2.06015792e+00 
 9.04859148e-02  9.18446772e-01  2.04811503e+00 
 9.05125351e-02  9.63873049e-01  2.04467960e+00 
 9.05310492e-02  8.62138444e-01  2.04691080e+00 
 9.05483577e-02  8.72458027e-01  2.04733766e+00 
 9.05614887e-02  9.37815552e-01  2.04669181e+00 
 9.05752174e-02  9.48084624e-01  2.04775130e+00 
 9.05930003e-02  9.58713368e-01  2.05245519e+00 
 9.06107382e-02  9.19270119e-01  2.05857133e+00 
 9.06311214e-02  9.04390829e-01  2.06355764e+00 
 9.06718880e-02  8.65539411e-01  2.06295125e+00 
 9.06995841e-02  9.52143377e-01  2.06009597e+00 
 9.07253790e-02  8.82743777e-01  2.06103477e+00 
 9.07610777e-02  8.90768517e-01  2.06146160e+00 
 9.08019816e-02  8.08416275e-01  2.05378892e+00 
 9.08546695e-02  8.20473178e-01  2.03505291e+00 
 9.09090065e-02  8.24529770e-01  2.02223335e+00 
 9.09646606e-02  8.65679949e-01  2.02980613e+00 
 9.10461164e-02  8.79779121e-01  2.06227038e+00 
 9.11461164e-02  9.84124534e-01  2.11380761e+00 
 9.12200189e-02  1.03085800e+00  2.15803668e+00 
 9.13200189e-02  1.02062114e+00  2.19145615e+00 
 9.14200189e-02  9.30376422e-01  2.16280853e+00 
 9.15180505e-02  9.11465451e-01  2.10074021e+00 
 9.15877154e-02  9.63905960e-01  2.07752918e+00 
 9.16470715e-02  8.72440686e-01  2.07345284e+00 
 9.17204225e-02  9.39275784e-01  2.06508418e+00 
 9.17792696e-02  9.43777483e-01  2.06905082e+00 
 9.18447721e-02  9.75959255e-01  2.08600572e+00 
 9.19311539e-02  9.36514412e-01  2.09591258e+00 
 9.20197932e-02  8.77524332e-01  2.07452605e+00 
 9.20869465e-02  8.72352164e-01  2.04791287e+00 
 9.21710918e-02  8.36111442e-01  2.02844684e+00 
 9.22346732e-02  9.16571630e-01  2.03391234e+00 
 9.23088725e-02  1.02024502e+00  2.08042410e+00 
 9.23562615e-02  9.43496265e-01  2.11578130e+00 
 9.23922293e-02  8.62004380e-01  2.12171125e+00 
 9.24219988e-02  9.94307201e-01  2.11560680e+00 
 9.24488160e-02  8.69593098e-01  2.11098808e+00 
 9.24690444e-02  7.76564957e-01  2.10442627e+00 
 9.24850224e-02  8.11251225e-01  2.09481971e+00 
 9.24975165e-02  8.95969859e-01  2.08640658e+00 
 9.25112723e-02  1.00462702e+00  2.07986669e+00 
 9.25207126e-02  1.06586626e+00  2.07876167e+00 
 9.25286992e-02  9.55455242e-01  2.08003869e+00 
